,Delta,Theta,Alpha,Beta,Gamma
0,3424.984416803334,2854.078262808894,1804.5809614283767,779.9487881840843,423.4440728213708
1,31368.400650328877,8764.915759041874,9992.11252782775,2836.9695091266367,1392.328931809087
2,50146.62138321998,24752.324772652646,14952.456541562167,4213.306471894329,1600.7268641870676
3,45109.19111204496,17922.307382993044,9557.966781233914,2467.3091603584744,1146.074216965036
4,54198.49830555538,29535.64579745497,12642.64306113866,7133.504448220336,3125.218870010388
5,34703.08621388706,16097.817550375577,5089.165398690506,4984.190212996957,2030.9043262335808
6,30521.654395087,10641.10991905059,6059.7650376918755,2804.3921538131435,895.9533733868187
7,33058.36442129159,15744.549572363907,7675.66692524521,1799.7214551432994,614.5188936537498
8,16577.124181054955,7943.074589113616,6075.482911235867,3468.5337233526625,1232.3395171776249
9,21833.603664998507,11791.892957463207,5440.1847506979075,2106.3998802255524,347.4475783938024
10,16484.923431860592,4590.057103252018,6128.6718339901145,4971.561640287267,723.972262878889
11,14481.78907067983,7265.217264406303,4628.6292769978045,1728.9602211104648,432.4650550854218
12,12786.95188212642,9988.338274101661,4908.776325144756,2534.802361190658,665.918529976642
13,7417.827135795331,6625.582915096249,3118.0241436640217,1546.2739073068797,626.912336457673
14,13577.639732931842,3492.9811437237363,2099.215731738772,1982.3958504927,390.07553802920404
15,13520.60684956541,4645.17896563325,4367.017696081713,1765.628549936209,450.5374586747864
16,7952.533435741449,5610.6090629125365,7766.820478030347,5071.436855328953,772.7986294955346
17,14383.136283271167,7215.416267952733,3387.715211137518,1549.3670070262472,469.5838305627018
18,8216.013759476285,8554.941950518509,5951.8226040723,3783.622784136422,795.1520832851099
19,6198.730969970719,5376.243588508659,2891.6445500923123,1486.0150501618803,470.3633875684976
20,7650.684541517114,4363.400881066885,3866.0502711106906,1111.955405778049,347.8464123328587
21,6244.035872834935,3905.377530241842,1967.89241776946,1274.6011973882548,417.095948085842
22,5854.212321482649,6145.438672186248,3068.1846119766155,1140.4775091654794,390.37554700313115
23,4539.560119502523,2674.4842833025505,3528.6210264514775,1273.2330695346056,345.4399874697253
24,8824.608620034338,4575.781473441585,3805.6848261570594,1353.6386472029478,325.87956787989214
25,12852.136376879831,10249.498914934875,4938.568706980675,3044.847796510527,548.9992285777183
26,8585.371431067844,8864.681346438498,4474.832501018098,1667.105539752484,554.1697318428043
27,9583.391300474119,5217.225519336037,2222.9723708333204,1847.3811423125858,555.6855759000996
28,11427.847035201321,5988.230337002663,5662.181742833566,1967.6670965445921,574.623563911101
29,7421.6889530415565,3746.1153691718623,3546.4678152778915,1312.6145954192823,503.33898823666686
30,6759.722069645456,5600.019247887524,2524.9182452785876,1156.5930832423512,387.5887262023777
31,18059.04169716543,6570.238057935594,3842.6765625361377,1752.3527726420814,396.4167450588537
32,8715.850925366816,5801.76598414016,3220.5731577604956,1122.865407676011,367.85607043677516
33,15315.34086069221,3365.936223619873,3959.0313721828,1303.789814652746,476.91517025257747
34,10458.261656236104,7807.109264136018,5448.551721414888,2106.3773128843504,524.0946103789798
35,16055.747504851774,6680.236884005483,4779.992828553442,2607.6903779239433,632.4321904110378
36,10706.511267259113,7540.034698078431,3589.3936148516123,1393.0207814088353,634.3128600276359
37,7853.858024503751,6254.670023991168,3469.9531896945628,870.0633339876886,382.7292329105268
38,10719.045741131718,6144.050439207187,3537.622216469138,1433.9142139742198,446.07906969117164
39,10807.413134840845,6651.551873875327,3080.991556037812,1387.3237729212583,451.41736793321644
40,11043.433971427687,4297.862237282556,4881.82183274881,1269.155087876547,371.9300117478872
41,10872.661859124431,7346.453701453651,5999.55745009698,1951.0426684152596,505.57151525940947
42,5426.666715374143,6430.349629799707,3551.61297904374,1090.50588424696,390.11853013345217
43,7370.397022907508,3801.5256721814844,3335.2620070629373,1330.135365348693,354.02955795832275
44,7919.104454629131,5219.963557073902,2793.907747259229,1271.182751493255,411.4021521395071
45,5283.275191280071,1819.1255069590434,1991.2902195583374,1130.3602539649635,360.8644907274059
46,5613.0271387085195,4411.96692807354,1803.1925505037502,885.802562269314,424.9177707200422
