,Delta,Theta,Alpha,Beta,Gamma
0,8294.694699956646,7579.072698009317,3444.535761688962,1415.2067663017574,1395.5113323628768
1,13209.946153998613,12121.265336374348,6342.248893795189,2838.1189940835366,1561.714929150954
2,45070.98031404465,13612.421706612404,9534.947448527155,3482.0100648688763,1202.552435020342
3,24002.20231481223,17878.648115769716,11038.146173344358,4556.840577562039,3047.9589903485785
4,44911.59519159213,16724.853602747527,8521.574089397343,3480.5267072390743,1780.156511768565
5,35779.640129969644,22933.176419255728,4540.827266243057,2800.631123535403,1990.267684773738
6,48531.311934702935,15364.494826375198,6576.087943860087,3048.3004047602553,1169.0434615391312
7,45916.73295129925,10764.914583653126,6943.903464533751,1921.741595483372,639.7740327800709
8,10277.382320591998,6094.570265401644,6864.568874904471,2492.0926684276264,1459.636174203454
9,26436.696031520634,8097.802331771203,7136.567120903974,1626.71126077468,839.7676552697789
10,22801.627541813392,7627.09704999722,3549.24461077714,1378.6706618889932,998.706155332425
11,35341.723922084704,25122.323247498698,19139.721137154087,4834.461458096962,2803.27688339854
12,56757.987198102164,30366.758662461754,10624.39889456207,5516.402096399985,2020.9675651205266
13,25882.847455378003,23629.875490564682,7902.681301387163,4432.1668283713025,2020.250750667805
14,33328.64243421565,9094.563410702389,4872.542929640811,2420.3345866064215,927.8982565920612
15,49628.53223083455,24511.431512676092,14145.546252815915,5761.617511948368,1731.2136638425495
16,26565.738755057842,14022.192742198486,8773.967627170641,2741.5054562882974,1474.3434992084551
17,11332.063540312434,5715.516672522554,8030.651090378417,1908.1178120466204,1284.3023827162785
18,29060.364846600096,9565.088218316285,7220.920138800408,2559.971869923307,1276.9411179044305
19,9909.230181654306,5568.604604625274,2629.641878678687,2071.4345813162167,880.674180567638
20,16198.16473813967,10975.641253164235,6180.055275099709,2639.5003484124986,1282.0741568364415
21,29750.006950721403,18154.80140390813,8069.394390629006,3559.9533407667054,1633.2574145084861
22,17511.505864512044,8072.921336711141,3836.575505317059,1518.5192014537972,626.1907563207772
23,17940.19845161607,4807.195861378223,1727.562961017334,1641.9273366723971,460.6146445844367
24,7412.493496687885,1516.6943309619194,1807.8938016899235,933.3537391583961,431.1700295242325
25,9828.018532449458,4345.388127527572,2605.484812862201,1173.0648417120192,559.4010903808739
26,39570.05575773785,19158.763672461104,8298.582297480796,3370.3268199343556,1660.5185195469776
27,46316.5863755239,10449.303290132477,4125.681504013665,3108.2592151038443,1545.7605784797815
28,30816.186685048033,13104.036952727274,11615.12428256666,3888.308959503957,1378.3652784694646
29,32216.50564929165,20846.30327099787,7387.478289042147,3778.8879076092776,783.4494222329075
30,26522.82080816855,16444.19284747763,5614.646140246596,2467.4795930463742,1007.3474198023112
31,48530.145001476696,20155.60070971224,6641.927764255893,3578.676975540005,2003.1651079971052
32,29442.65363078355,7817.959958077005,2959.6923606301234,1741.8788373896525,618.3268179396574
33,26565.906848749048,7004.119001064344,2848.414563832807,1324.9866590312643,575.8715369497592
34,14342.908102049412,4956.4029343106395,4150.5068125721355,1387.0690184074904,670.6191233980252
35,11246.80255501494,3064.2467818434798,1990.8460411655494,908.8303312950806,458.65876616534194
36,7357.129742738119,4437.004429449745,1750.0873810681837,888.5505666680564,456.8811528961118
37,7831.763682226188,5947.211701428085,2720.280994181936,1462.3898363730386,532.3103417469403
38,5054.09989576599,2521.607307943107,2460.684887529395,1060.3679225518013,399.64330605523025
39,7895.74490590875,3762.6307224511643,1181.365952821785,587.9049300200982,267.8078184515438
40,40936.13353949144,22546.423486641037,10941.57062396182,5092.823033219278,1576.9944770904362
41,23029.41127818472,31112.46103201943,20103.577849213794,5706.240666785185,1964.9163770158927
42,49747.755256665325,30665.36638898304,17199.337486933364,8276.218594506427,2944.767342960173
43,39695.129808695034,25359.24916421034,22396.55363175374,7064.405935480299,2803.5278572274196
44,63149.18904823248,28554.754037548584,12197.535006101989,6167.841226356391,2429.565179936349
45,36149.765509846635,16512.41014598457,9048.15467927306,3337.0164294793476,1721.8147510034655
46,63840.70649271483,22852.760412064283,14681.119522152096,4776.593358448103,1744.4440888495956
