,Delta,Theta,Alpha,Beta,Gamma
0,15229.741438630102,6535.072302080481,5134.385204174717,2182.3570778601947,738.9550131644389
1,54465.32302424927,19658.2181964007,13049.645609384987,4634.760545622834,2262.614167679772
2,17817.70365313475,8780.881342671,7194.925942449765,2322.96850874735,1224.300310012899
3,64657.29188282112,25669.9222147247,12610.220883181255,4751.202918271511,1762.2066306403378
4,55408.0276517605,22519.447796574532,10711.303148974426,5474.254459675263,2311.5004962983853
5,40734.23620132115,19029.808197571652,13959.696281387229,6325.353291500642,3014.7963458713343
6,34661.21802006933,25260.494534702077,9043.169869924373,2756.781923196063,859.7716620336505
7,19240.3099657561,6313.01139621181,4950.14985455378,2223.117993536908,486.34924461562
8,26945.154622656297,9640.66798625686,6117.832388730646,2491.8818636667766,682.0437127939333
9,44350.38703640975,13323.81337529271,6860.331122255748,2428.837898365841,1334.8829303042764
10,32116.704079689272,9817.76039610235,4713.413281671019,1752.8270092817295,824.5065871050468
11,51997.87640561622,23687.19133231199,8926.87570125437,2628.4491612630713,1271.5930243472778
12,19438.987205271344,9763.809298850947,5407.085676902522,3154.1972089465335,932.1375198388339
13,37254.46403666372,19238.71342451279,9429.015607671265,3208.3146101926177,1013.3153898753288
14,15851.380352541844,9717.97485474077,9431.91906348781,6018.5550703114495,3431.410192946002
15,3189.7963749465875,5319.389325959455,2568.8494284446033,1122.9124903521956,521.7635493379634
16,8314.46134647609,4621.682914526741,2678.481804734168,790.9782636716203,342.03848785290495
17,6321.107918642222,2755.608273532305,2494.917150938948,674.5202574624194,375.01056851677777
18,7110.8171124741275,5575.360289063378,5041.246956564528,861.0300156502183,331.63903037620594
19,4175.596785648312,3402.0842577716708,4188.840323380991,1096.9168226735949,548.620715248454
20,8836.1381530178,6268.658366160932,7495.6121135466,974.912079439951,375.09133590185036
21,7995.372305985145,7671.636855015478,4862.28704505366,1260.6846786041372,442.4872100326082
22,2110.881507111207,3935.642782516226,2928.7897885197262,940.3166234469915,314.098102454246
23,3140.522211392749,4246.185888754799,4260.035665856191,1029.4776049695604,479.97125281847156
24,7277.627169862299,14669.078812656797,3152.232134310485,1230.1845949190747,342.93380839680526
25,8734.674260214659,15766.452045054624,4642.157186239202,899.5095118349799,346.25678144285496
26,12162.569148551738,16060.20930012106,5136.732380330265,1026.583289767741,350.34642886625727
27,7316.872490474077,6690.759305230329,1199.2873904873559,956.1183120609475,451.963547908215
28,33617.39829229995,22206.73285656903,16500.14487971619,8328.741618514643,2087.8242296953913
29,36013.13044754138,14114.083316194521,5680.102010965634,3387.270935711189,1468.7779918880012
30,47871.19427610892,22257.515004502522,12541.604748304724,4648.286707551624,2055.015285412724
31,34210.89333192402,14174.251468545082,7210.38932950386,2739.9202492870572,1394.2331188003056
32,10097.607601764383,6993.435650584779,3021.825616025518,601.2924777347419,314.3666253407062
33,16556.29304252058,10168.172238758183,4010.544497509845,1441.773178879548,750.7145456431289
34,7321.889028595746,7928.78498132941,2037.661200570028,770.2419460828305,315.92027895084277
35,23567.77276354083,21601.115159830006,3742.756580724861,998.8042664578803,357.0758808198086
36,15831.891158903096,15486.87814791356,3744.721407816356,1014.393306866832,348.47221744118383
37,12764.843349237955,18027.32750267908,4422.892240427659,1315.0885304341652,542.6141790951036
38,8231.271589985858,15107.58141462412,4373.200152701335,803.2352451851588,332.28620348061133
39,7403.91853296528,12289.418069466836,6475.901364188929,1479.241568925244,781.9073028458761
40,21018.118372811176,15349.960764561409,1783.1779558647577,916.7284725092866,565.3536211564918
41,22438.96907200118,8841.104099278966,7679.62764061276,4382.253648214839,1302.704725993753
42,37332.92041892314,12816.640251583265,11062.830478652304,2694.235443910585,747.0398856577383
43,40378.80880196186,11512.160247802613,4163.894819918753,1530.288365678996,421.19450721572764
44,25469.79796010841,10093.112067172911,4292.788845686189,1722.5339642333477,844.2954568448616
45,8748.455712570667,5481.012319367117,1709.4653054251917,808.5569875504717,405.4453205302986
46,34429.66686673555,4761.516028986272,2412.2210180673337,1013.1207488355963,456.4199333318981
