,Delta,Theta,Alpha,Beta,Gamma
0,7843.329158081412,4148.361687704537,3861.630055964741,1762.9165585506132,903.7252636437612
1,7136.049645910336,4642.83281862756,3211.4216978802856,2282.0464330892382,684.9929346106027
2,34038.61017405272,10211.596772925679,5801.922362569889,2835.1551777754553,990.8035372867816
3,20359.84403522675,15345.310083091803,6054.291078956466,2425.140407648691,1150.1291307059864
4,19744.341674778774,6397.41133896145,8762.221107733907,2201.6034432973624,1027.1167552544332
5,32314.773070689305,21169.744017726098,10226.384293431447,4024.0301363901613,2517.918457569296
6,25603.656744025648,9473.316105376376,5148.043646887629,2074.123012485156,1494.8356741565447
7,57590.19548233645,42152.74681270962,25590.144357194724,8807.841504157235,2785.1221263521065
8,54678.98792869081,49974.9877769692,18018.720886572137,7947.077121621425,3127.1817062393884
9,6486.1290801197465,5182.535727393268,1670.5511708846382,704.2009661049486,690.8074680421238
10,37610.70169102947,9974.48298767405,2589.9433515344413,1897.6268402960945,691.458104163456
11,17616.786678016666,2603.517642938503,3549.7759987027725,1777.8179592010267,662.6633534094916
12,24481.445099072942,5817.326622118865,1620.1324339282123,1112.6472245968355,625.0748327839113
13,54185.818989954714,21202.35295376877,9984.84703811638,4823.085671669238,2417.241254163626
14,29001.13128619887,22553.672497299485,18867.772981526163,7793.907186116477,3160.772992753576
15,20929.756665571764,8361.253483210065,6027.3972852345005,2316.6714283645783,1126.6374855072977
16,10235.168603336548,10814.835418844126,6669.928807648731,2300.0108001488975,944.1877667359533
17,31624.118091514858,22244.44504327746,10604.305081267816,4948.168208515599,1966.3278411940673
18,59530.57801023043,19304.19796145328,12145.114725663454,5683.627410992571,1965.642503157669
19,61879.843370513474,24381.091657663306,11640.365225412188,4741.30298747319,1426.2359626596372
20,51052.439608797446,22390.167564821204,7726.583624959932,2841.3139143602975,1577.6238633019973
21,33313.99988444691,8210.75647555897,7147.5941461932725,3732.4010171915443,1567.6326038685522
22,32926.21946035058,16386.303331053678,5812.803155067481,2611.7613983472024,1122.1259142846022
23,33907.01402454057,24847.579598853776,15158.811627743975,4404.120066085382,1559.636550538994
24,54574.966286579336,21302.26852948778,16042.8085253316,6994.866016888541,2871.39360161432
25,66574.74711955013,42466.958822191664,11858.86520546419,5371.568947884402,2649.4779750780453
26,38230.46413628031,24967.182312973197,12718.814430292097,4540.598063779829,1657.8156962100215
27,53090.523066697504,30528.531297003243,16353.029623178063,8712.825221533329,4170.459549868466
28,44320.323401840746,27819.07559350567,9114.861718980743,5687.366212267006,2927.142332106803
29,30209.018565375776,25872.718482464923,23103.75668525052,7964.187512159045,3518.2242432014
30,52603.83345851243,30158.270367093803,22841.841904995315,11471.570406975672,6238.518371048102
