,Delta,Theta,Alpha,Beta,Gamma
0,32223.979714884004,11886.93229900423,5833.292692615105,2235.6946067671893,1244.4270519478619
1,15058.687544243036,8660.434653615841,4107.931109695031,1318.8549257712266,731.9411048327368
2,35875.91204224886,17050.667256995373,8814.273626422613,2348.8512896990565,652.3318476236477
3,10577.363768937083,2887.228296341459,3105.683922598357,1426.3522394180009,546.6123703593313
4,15646.597449128782,9091.632600324609,4839.448067882925,2019.9564839196023,1712.080501403694
5,9947.129032455305,6612.920192020975,2899.506972991962,1507.8178262862773,1436.1924610213362
6,6657.5065693360375,4646.760242847351,1712.0202948552549,1460.3625216172513,1445.885795209522
7,18120.68714837361,15256.860817208491,5532.337825207053,2855.003900493533,1419.7864681319613
8,39565.72679336693,26265.27239855768,11466.39995154824,4900.314530538889,2465.509231595934
9,22199.391998757248,5079.550769645954,4163.478718899382,2113.996475067456,1713.9872130107872
10,36623.41619292259,14128.697083621339,5854.880619914081,2815.2219987030912,2017.8399166386012
11,5125.645466206412,2776.8068539199635,2125.69106595933,1043.796481114962,1335.3896143492598
12,8544.489224134253,5751.337797759933,1851.4800920202692,1900.134228367068,1108.1390326022574
13,7928.989613018427,4044.3561071027057,2490.6541410720033,1120.7637905441788,898.5467197153164
14,23308.43317452587,11024.55037094411,6319.865993895646,2036.2809833423457,1130.2939962255873
15,6107.805434196761,3625.027497245757,2703.8110999000555,1211.037986164428,627.3427236649286
16,9423.94817895446,7517.6786048898175,1386.5630429668963,1365.83686992543,757.5602665689008
17,49933.54098513639,15422.409879050645,6793.184849746083,3157.8638277010855,1875.8247125432881
18,5902.854980199998,9580.412464767343,4276.271603835133,1846.2223286988537,1748.3656404190426
19,58644.87203471598,19804.8494673287,4973.350369035601,2344.366824974679,1184.2393960298944
20,12966.970459724776,6626.510190792653,5320.4918875028225,1749.5572488462126,1044.4664222132599
21,27339.929488516533,14441.466310809526,4398.758768600678,2451.8102973355667,1111.0757713729993
22,50655.70386053898,35394.78796340455,14233.672264821947,8145.460894194085,2704.2152898807617
23,39705.41246454645,29622.709895349257,13068.135703250995,3968.3283194417854,1343.6502448431045
24,24633.632832531744,9402.344745336359,4104.192335432823,1345.1803874466232,621.6296362153419
25,31202.16205027827,15828.498093136619,7756.016912685502,3162.6180914774413,1040.5053333897022
26,31272.493115326164,23105.6349108055,8311.198486177089,3640.248353292281,1027.8124290422495
27,26829.379321511547,9333.78473251235,4297.142476373217,2368.944678381297,1702.131312420192
28,15757.815392162585,5533.036342578087,4861.631171604754,2303.4637455157463,1800.737890274018
29,39938.82276259104,21704.840384453866,4659.8966068523405,2488.405832657066,1785.0959871405025
