,eeg1,eeg2,eeg3,eeg4,aux,time_since_start
0,-33.203125,569.82421875,-1000.0,-98.6328125,-305.17578125,1.00209
1,-25.87890625,571.77734375,-1000.0,-87.890625,-218.26171875,1.00209
2,-40.0390625,634.765625,-1000.0,-61.03515625,-235.3515625,1.00209
3,-105.95703125,638.18359375,-1000.0,-96.6796875,-356.4453125,1.00209
4,-125.0,580.56640625,-1000.0,-128.90625,-277.34375,1.00209
5,-98.6328125,547.36328125,-1000.0,-109.375,-74.70703125,1.00209
6,-33.69140625,594.7265625,-1000.0,-95.703125,-100.09765625,1.00209
7,-18.06640625,616.2109375,-1000.0,-84.9609375,-208.984375,1.00209
8,-34.66796875,556.640625,-1000.0,-65.91796875,-106.4453125,1.00209
9,-2.9296875,549.8046875,-1000.0,-32.2265625,-32.2265625,1.00209
10,68.359375,583.49609375,-1000.0,-12.6953125,-83.49609375,1.00209
11,20.99609375,591.796875,-1000.0,-29.78515625,-50.29296875,1.00209
12,-50.78125,545.41015625,-1000.0,-33.69140625,-5.859375,1.00209
13,-4.39453125,472.16796875,-1000.0,-8.7890625,367.1875,1.00209
14,111.328125,607.421875,-1000.0,10.7421875,297.8515625,1.00209
15,148.92578125,684.08203125,-1000.0,9.765625,-182.12890625,1.00209
16,67.87109375,587.890625,-1000.0,-23.4375,-90.8203125,1.00209
17,53.22265625,585.44921875,-1000.0,-38.57421875,-8.30078125,1.00209
18,122.0703125,617.67578125,-1000.0,-40.52734375,-122.0703125,1.00209
19,141.11328125,602.5390625,-1000.0,-58.59375,-239.2578125,1.00209
20,52.734375,501.46484375,-1000.0,-50.78125,-69.3359375,1.00209
21,33.203125,534.1796875,-1000.0,-42.96875,80.56640625,1.00209
22,107.421875,636.23046875,-1000.0,-51.7578125,-208.984375,1.00209
23,128.41796875,572.75390625,-991.2109375,-46.875,-152.34375,1.00209
24,52.734375,556.640625,-972.65625,-66.89453125,-104.4921875,1.00209
25,-15.13671875,579.1015625,-1000.0,-72.265625,-202.63671875,1.00209
26,-50.29296875,556.640625,-177.24609375,-59.08203125,-250.9765625,1.00209
27,-103.02734375,513.671875,916.50390625,-67.87109375,-157.71484375,1.00209
28,-229.4921875,512.6953125,944.82421875,-89.35546875,-64.453125,1.00209
29,-335.44921875,526.3671875,917.96875,-85.9375,-175.29296875,1.00209
30,-390.625,520.99609375,957.03125,-65.91796875,-232.91015625,1.00209
31,-468.75,417.96875,949.21875,-55.17578125,-170.8984375,1.00209
32,-582.03125,408.203125,964.84375,-46.875,78.125,1.00209
33,-706.54296875,519.04296875,972.16796875,-98.6328125,-68.359375,1.00209
34,-781.25,465.8203125,969.7265625,-140.13671875,-296.875,1.00209
35,-841.30859375,378.90625,969.7265625,-117.67578125,-98.14453125,1.00209
36,-863.76953125,353.02734375,968.26171875,-95.21484375,-88.8671875,1.00209
37,-785.15625,344.23828125,956.54296875,-77.63671875,-314.453125,1.00209
38,-661.62109375,273.92578125,912.59765625,-58.59375,-383.7890625,1.00209
39,-545.41015625,200.68359375,788.57421875,-26.85546875,-169.43359375,1.00209
40,-503.41796875,170.8984375,727.5390625,12.20703125,-124.0234375,1.00209
41,-623.53515625,116.2109375,682.6171875,5.37109375,-247.55859375,1.00209
42,-738.28125,54.19921875,623.046875,-16.6015625,-230.95703125,1.00209
43,-813.4765625,-4.8828125,503.90625,-40.0390625,4.39453125,1.00209
44,-795.8984375,-68.84765625,507.32421875,-49.31640625,206.0546875,1.00209
45,-725.09765625,-119.140625,552.734375,-54.19921875,-165.52734375,1.00209
46,-671.875,-329.1015625,345.21484375,-54.6875,-289.55078125,1.00209
47,-620.60546875,-499.51171875,166.50390625,-46.875,-244.140625,1.00209
48,-566.40625,-593.75,-46.38671875,-58.59375,-310.546875,1.00209
49,-563.4765625,-662.59765625,-522.4609375,-78.61328125,-297.36328125,1.00209
50,-654.78515625,-708.0078125,-813.4765625,-64.94140625,-230.46875,1.00209
51,-687.01171875,-677.24609375,-842.28515625,-51.7578125,-192.3828125,1.00209
52,-671.38671875,-593.26171875,-884.765625,-96.19140625,-200.1953125,1.00209
53,-682.6171875,-589.35546875,-897.4609375,-369.62890625,-155.2734375,1.00209
54,-766.6015625,-613.76953125,-878.41796875,-580.56640625,-82.03125,1.00209
55,-823.2421875,-649.90234375,-874.51171875,-541.015625,245.1171875,1.00209
56,-796.875,-518.06640625,-805.17578125,-498.53515625,195.3125,1.00209
57,-752.44140625,-418.45703125,-797.36328125,-416.015625,-295.41015625,1.00209
58,-808.10546875,-537.59765625,-915.0390625,-333.984375,-142.08984375,1.00209
59,-810.05859375,-517.578125,-909.66796875,-289.55078125,-9.765625,1.00209
