,Delta,Theta,Alpha,Beta,Gamma
0,15681.83726191616,7295.294423334037,1992.9153948167088,998.9948607909805,505.214264951141
1,43682.133185828134,7751.413215910699,5066.25858461967,2361.4571587016744,1546.2390627670372
2,8311.540983076551,10186.178070538726,4140.273931402542,2004.4945415312075,1060.1366830496004
3,13904.254742709452,8864.029259766838,3384.133849825066,1514.7904628610263,1410.21325890807
4,5295.163215063838,5518.211534969078,1842.9367926291038,1462.5478470930082,1681.1691278518317
5,42715.3022791353,8208.72112369664,4447.2585415438025,1778.3479663961732,1068.8934141924121
6,9506.846134836913,4698.185243970527,1416.7482533907182,1226.2166284200239,1316.0623654825827
7,20967.05166504735,6016.791441046459,3967.821576467117,2596.1673991525868,1831.4327429210311
8,50814.96899966236,18517.635112166674,4898.888612011109,2875.925751523875,2005.672977559527
9,54519.38757845151,33749.215241242666,13176.694315626786,9148.830571549106,5318.854178389923
10,63367.88072135818,32921.8041353803,26494.708275050907,9030.099236271242,3633.242162930487
11,57144.467675419466,20620.87720813283,16445.328993313706,9631.23266834403,2418.3462336949297
12,36274.9908850586,17071.211048738667,12157.307544569789,1909.364912681984,1905.784554600547
13,41699.248367743654,18955.963750508978,7811.331784975152,3810.9198841787684,2227.5145983765024
14,13135.888124296722,18027.41357508552,11873.766833021697,5239.39861864822,3397.4782199969477
15,9489.852178055833,3536.7912986479446,975.4862113060066,1224.2152187800793,1437.2200569144734
16,9460.596784471198,5101.412790949917,1337.0852459306516,1180.2714610240978,1331.675785223107
17,47897.70446183101,24023.283413188612,11495.596472672416,4715.430742502607,2384.631063843387
18,35600.14183156576,22775.090558601056,5266.111527223796,2759.3330013621453,1879.300572193483
19,30694.48395697929,11155.524373280627,10323.027708595317,4946.170580255831,2850.3382269621347
20,46294.30477798855,24562.546321906168,13755.26230891482,5638.139393747845,1999.4908517423985
21,52292.134441348826,32457.67198986413,22394.812351950386,8901.669180135248,4020.018458364104
22,35988.79556216639,20765.991064874714,12290.906530635364,5722.983464588518,1690.4930183900008
23,44730.18653856494,29151.789485273068,13089.994062768461,5748.084070507239,3036.615656716637
24,23675.077310817083,16360.842057682354,7024.449538533239,2700.02087787998,1473.1871790203643
25,47597.00749430978,20010.67834275446,6705.055629766275,4834.3108867105375,2903.10661249287
26,64425.05647894891,23087.538309475603,12121.097546112553,4233.455629930274,1787.7629156335554
27,61022.8346570369,20267.386834584133,12065.626784844397,8899.834729498692,3882.265254431952
28,49529.919846798926,47097.85583852948,25782.41327084117,11557.72872008998,3914.6570301633697
29,58844.45266871148,28724.003637781454,28202.56027884175,7873.006585999548,3957.18116726905
30,60502.98947476864,28576.597968736016,17378.204828615388,5901.99592271278,1640.1898138553715
