,Delta,Theta,Alpha,Beta,Gamma
0,3314.3173488897214,1933.554856988757,891.5825901474342,600.7355190893734,153.45688715052657
1,48643.03141540015,24439.123369017638,10380.162780020106,4702.7869461184755,1437.363423262677
2,19340.54738783695,11425.727447889745,5116.984141326475,1986.20661999566,685.8030719057931
3,43036.257857700824,18899.75625798217,4544.428859755767,2118.441265172271,896.942089961843
4,14518.237191100947,6423.514048450087,4352.55557143295,1533.0684443282626,1122.5906669533954
5,19214.482280999997,24025.151117018555,10707.823009968262,3311.958215982814,1145.2949548694537
6,24621.132602867347,20917.064056031057,6528.42481825494,2625.9230742432374,1489.3256640985603
7,20402.13650819035,7704.613602888307,3195.5711909821184,1234.638699718532,1236.0413066756314
8,24670.12024185526,9269.41238188927,3585.138918688574,1926.3924472044669,1150.363848574043
9,22227.900739889523,13347.299685628725,5306.7899197144525,2073.0064000697457,1132.1563998113324
10,12170.286756914613,10031.887353129176,4274.3313451585755,1163.4694894189824,765.6609348223403
11,25531.501326855217,15662.594402839159,1452.176400758497,1053.1542282593007,719.425802491657
12,55026.55815000899,18510.54913926145,10909.42286128237,3929.7169484326623,1620.3492056556688
13,66509.07247585527,28849.65990738754,16327.136142513307,7409.486970034683,2723.172360934005
14,47471.882971739105,30868.404225298076,15622.376959370089,7695.521942839751,2040.651507019094
15,42059.97801538264,18048.640624740863,13839.04318798621,6628.754045108079,1731.0425664521006
16,41689.33978919396,23859.673743504292,18066.455354786725,5988.158437003005,2877.9800197632144
17,39606.58130866365,24840.04798914889,7446.77295662261,4408.867127638972,1714.4517047369777
18,29377.217395557873,7607.588793642528,5089.2635704645345,2033.7762604820448,907.1692943925771
19,32161.870474614185,8619.5559268016,4300.048278393685,1617.4866346759118,779.5831818560949
20,42852.99831690426,17155.689905867675,15776.872298423195,6225.850008165352,2683.0857829221927
21,67733.1189147374,39327.78862417707,13783.544376050282,7502.408824077547,2243.4581395464384
22,39053.29698011761,29217.700655640747,16899.491505105303,5748.92990240207,2361.382907816716
23,50965.16092073823,21238.70702105931,14787.922790267603,8074.016428805921,2592.304586798183
24,50169.333975888236,25083.556860199613,9916.875572081848,6077.6892544441625,2029.5970961102312
25,34772.03025415489,21343.1738191469,7461.212471237146,3591.723683297461,1149.0053535486
26,21385.27199687902,9970.000630900371,4527.631470918308,1245.4732393281322,752.3921007089596
27,54873.37905433781,14493.035794184743,7228.973479619248,3815.4427220628554,2492.41174732914
28,39750.84809699647,27983.233346087007,16273.944646629005,5429.755701842608,2659.8274538572214
29,57589.97612833801,16238.699194661645,10099.364566640048,8199.60655295852,4664.168250441029
30,48066.94385652567,13234.314865523467,10739.246472817853,5588.558910018097,1525.758636129826
31,54917.03754109376,22666.357248306856,8766.609247550714,4840.24366723167,2159.944338862726
32,46312.1364611249,23487.320596188743,16025.409544929595,5311.425793033146,2318.1991895948536
33,65859.2618049096,24443.96771664855,11406.328899022226,2949.7602690967387,1028.8321169047044
34,67812.99338737229,21246.47110076357,7918.881948529421,4859.531956299905,3171.3972022991006
35,37930.37315477775,25744.084473586354,13592.465552613652,4668.3213486851,2070.30605030322
36,59127.85340907894,13829.213665408315,7739.0809526542125,3532.6952740653205,1061.5089139079637
37,18676.66619736002,3146.543652394819,2495.027972043313,1467.752600181745,951.0354149152349
38,39061.8588858022,8296.329985342258,3829.751319184716,2598.8275925601693,1976.034137255971
39,20538.734935901968,13405.966512933981,2687.9795869523573,2009.4395878557625,1372.6726854103854
40,7389.668726881456,5826.5723161951055,2993.2596887512755,1985.876421212337,1257.8911969595215
41,8276.40517460823,3955.6326652898288,1753.6398563474365,960.9235672294839,730.1170119083954
42,7064.380116897359,6339.142228809629,3433.0188300432374,1241.700704508977,1055.273098780449
43,21593.34346389435,3348.402951604591,4509.864588259314,1629.6660470620354,1059.8981026830388
44,6092.920228846992,3309.4938851657744,2139.841935854111,938.9107155227771,620.5901724531888
45,9913.306712004662,9136.292463535796,5398.2756022567355,1047.9005595004874,459.90434117771144
46,7445.105931712516,4692.324843434947,1621.5136043279967,1070.9501948909146,444.07310075192134
