,Delta,Theta,Alpha,Beta,Gamma
0,40714.86696343309,14363.015910353444,5507.736650931832,2143.187531977001,1009.1691738543252
1,63517.274006347005,18390.635619914363,8570.118698770782,3333.6439359065917,897.1607020412788
2,57148.77007836386,26101.861376429406,16843.52278991818,5983.608909227996,2017.9623737256302
3,55259.0884230484,24455.627906227084,18755.326938704682,6530.772079536127,2210.36842105419
4,39989.10854741296,13179.696367136243,4481.029277891694,1270.0747312960445,638.0829550571322
5,44319.39276797924,8126.284531393266,3094.289654174108,1787.662578242048,614.5015514724865
6,36206.27756085286,11461.47087172005,1958.6393790256163,1507.8260678586644,675.8544639572725
7,11856.994800947088,6611.623978669549,2942.806051308934,1036.616207576303,587.3810114135451
8,39067.704810424715,13178.850150440594,3526.752556180493,1239.7401586004737,815.4585069804847
9,50554.04604774652,16125.554755142157,5500.091442939087,1616.0998041377804,739.8811588163754
10,51894.133655594436,14715.991917455212,6055.957488961564,2465.1908266323867,837.4449098233388
11,55495.12950245352,22773.795450457514,13579.54906510986,4650.249689467406,1662.4369907243733
12,37953.669551050945,8590.822921404155,4819.1997556996,2734.3850367664613,782.5783377702636
13,40428.80646947202,16626.55239984964,4964.097241531046,4317.608591430046,2712.0874116346904
14,44123.9146192455,23792.582046290747,15989.501532043,6218.34679723587,3280.335599160565
15,50003.53255805834,25087.518741948265,11532.22047941498,2620.0755489805642,817.6659430976591
16,61467.55001771718,20326.185370783154,6928.569375066361,2082.463095055019,790.3663893625389
17,64983.15987103138,18393.815657405958,8038.294577077072,2812.493741242245,1081.6286838112849
18,59349.60928548896,17470.2638627863,9345.63492158781,3724.7390091584393,1402.3774761468028
19,41894.75128021854,28907.5813755754,8273.309259622214,3886.899386650309,2078.8956223098203
20,25466.743213057303,9331.272011317353,5209.51748002529,2480.3311202418677,1014.6258511416147
21,15676.356271488137,8122.866306887596,3870.7980955969774,1802.5392979164335,1571.8168325364506
22,27862.890362882983,9669.139695407974,4583.039897878314,2288.9749700460416,1558.7434813832729
23,17724.69167408201,12333.48407902245,6779.775571181432,2421.0211918083855,1817.4766104700666
24,57755.1007498406,27526.110855822786,13860.507983965344,4441.570195219536,1644.2855761766882
25,18018.701136948664,8054.641270871497,1709.8909187867496,860.2551137172674,749.0576971617901
26,51059.063058341024,15110.395386080634,5886.254248485224,1922.452397022693,677.7039043668075
27,23361.268949258454,4686.144589106796,3997.067047716161,2288.2004030864887,873.2105207958614
28,8574.753729861308,3403.5059766005807,1402.1537588432127,888.4115422820748,557.1661748369073
29,15198.387456201131,13941.321552264242,3600.961931141633,1597.0705946640514,967.6124418002366
30,3131.9439228358315,2147.7167209592517,1203.2830260064343,754.5972466088791,524.6842097488059
31,3596.8367025204298,2722.3503943030037,870.7037395305246,523.0943721628242,548.2967692316508
32,1708.312023445499,1365.2876034103315,935.6418022636202,519.528792873937,408.5838865612187
33,4995.5936107812995,1801.028872971827,1133.2137237314987,448.4101492464212,483.20958605273086
34,2193.367008706975,1830.9995739634328,713.9771010844045,507.44585148323466,413.2857047056654
35,1723.431008340372,1969.753275774785,737.0639130091984,394.191585505897,504.2123237671028
36,1461.325041226037,1654.5966793748491,1114.7475437982216,465.79214533699496,439.0243558487863
37,840.251525839798,2355.6901850779614,636.8542477727555,563.136323938185,436.6238339628384
38,1270.9260420954445,1106.0978275670932,831.8999612903593,556.1804008083541,378.11044825943964
39,3712.7788638080774,2201.1476666010594,714.5366294750118,602.8347713156219,655.688909271819
40,14621.248784846508,5803.836622595272,1839.757881590452,962.6168201160841,821.3704806637734
41,38908.262137822225,12065.184749071183,5431.485037620656,2171.8265029414874,1435.3692144948357
42,47430.229885954985,15373.163203442797,6963.32255110668,1958.2371815894237,1276.2121886439086
43,8739.845774530002,6463.027539792422,1467.4650839332014,1000.1888057148972,1345.1303815500785
44,7480.784716241866,5006.711946896265,1803.502433577161,1299.2707351349718,1211.8570944578048
45,5130.589260836587,4244.02924685399,1486.7821989385639,1155.285811406715,1169.9574836199658
46,20654.207754917068,11110.90174144185,2394.150085892022,1336.5405385722345,1305.6519248784111
