,Delta,Theta,Alpha,Beta,Gamma
0,30530.933550064532,10278.782608650123,3502.8516836224744,1300.8580319866408,917.3277713075489
1,47557.50169594343,15031.174745030929,10177.431513443289,2768.256101978368,1377.6340782116856
2,48329.45480532338,16367.37421591592,5384.386343795962,1278.2458317881944,925.7342745520205
3,56334.90918079656,17539.064252890832,5009.418750077112,2226.5660854984667,892.107843626735
4,30667.056918701564,4298.0406425115425,2316.794905160935,1579.9480934139754,1510.609359161367
5,15243.715726691144,7165.377322632275,2119.803209050985,908.6376179081143,792.6982476656228
6,19395.114682455922,8456.786974171282,3335.9404314042695,1120.2105372016413,367.05380758178484
7,14110.685586187345,4681.054724864634,3717.347978251784,1618.3862093398905,634.8397224508866
8,40619.11591933756,13445.442923353681,5754.515712956869,1873.4950950607206,552.9596733150141
9,21270.03125307524,5847.750312465967,2419.5963117046413,1511.4298460166865,1678.1203210991482
10,27304.92688143262,10756.820335880022,7672.373623288823,3123.8429061808883,2256.1465173182196
11,36926.20625405439,9674.68730757519,2939.7765519687046,1754.6222135014764,850.3424215742998
12,22973.702680250768,8512.183706197753,2760.6934082899434,1211.7483191314243,572.1059255613606
13,4065.550539600762,2002.0203331811658,1076.4182492109694,521.7598397708147,223.0660516044955
14,44386.47837155821,19291.675636061,8198.691634693025,2973.931302374075,1426.1573688448686
15,45812.52979514586,11951.469621259459,9097.826566957066,4268.534954328388,2275.9271704022776
16,43380.65325627464,11603.467080905022,3658.503614074491,2457.502087795799,1644.125022434234
17,38288.73127052993,17626.638666921128,10131.901786713019,4886.370678748694,1859.0423616318305
18,56830.16125550422,21403.549008956852,9289.342998314396,3786.145830031351,1625.7226890716727
19,56254.29938138377,12585.521833127004,7799.893884601913,2361.084118015103,812.9035129535838
20,29336.017507617886,10167.33127320518,5701.093191555739,1769.9988599347785,826.6253265168889
21,53759.47482355179,26668.217017112445,7573.6245702301185,4590.755484095887,2235.4810476293515
22,46975.75566266682,23601.256847300992,3455.5942679965947,1732.6675948897023,466.9118649022304
23,30855.062778684824,32657.357470947787,7447.040417272665,2026.0842139374465,786.7866298684609
24,15764.691350366644,11209.87274476542,2123.887135496317,819.3365378233436,373.70309320694713
25,20876.753687191238,8736.727340291582,3307.773584214224,1107.126307833623,343.025892606147
26,53619.45126982906,17359.957808957046,11826.096511519869,3912.7274562369666,2424.382938751815
27,50741.27268342387,11510.233376348178,2689.1710953169304,1004.5510499232164,431.07149933371846
28,60082.52248066297,33402.63466677177,15893.578840424292,6575.001927589514,2194.938599324649
29,12790.100223737161,6180.261629916837,2873.4072350418496,1831.5747998605482,929.9211988345788
30,30372.99256548464,9742.842006360728,5851.6389073012715,2444.3186097500184,759.8364085552241
31,30586.257345230326,7963.087209030202,4249.1693742921425,1698.7327415136099,507.6501016858094
32,18946.609314855254,9242.176669169861,5041.447132214523,2258.3731302849187,822.9968890260747
33,34538.91936397641,24026.207127959937,5856.816211358691,7226.053141873979,2104.650095319857
34,17021.05449934864,6752.472436544518,5385.539747298202,3911.3949399548324,2033.3679810418437
35,25779.77023353903,4768.372512976985,3254.6488981427833,1178.6640976353083,480.4005129273694
36,69250.62720555215,21532.274696162036,9607.743034852752,3564.4597853351097,1062.7300088622817
37,20396.807594925314,8809.693022105372,2285.1904228885637,1585.2570387927217,935.2167109708937
38,18380.239363470984,8531.871002075894,4745.725507878165,1342.3401892171864,499.5920116644513
39,31056.710803803926,11758.066383063351,3084.9520756681277,1783.8693346560287,636.7401504625153
40,14487.177681449799,9056.451996549657,2991.668695714089,1475.5780450066682,593.8332498340943
41,14511.974600852,7512.2981823544105,2924.130552327309,1176.8429533302206,532.7496453033508
42,19131.62759271547,8073.312272817267,5568.281317636391,2948.380095790935,1451.9754832938731
43,42819.756955599674,9978.867571884195,3007.8638355553717,1261.0519449529863,352.2713003367183
44,9856.600424383987,5113.066899838809,1654.7239411807773,1286.3136648450238,603.6238177540594
45,12309.049991568038,5374.426668430468,2373.2289210618196,1177.0308914692284,596.7022691120061
46,16421.745240668533,2777.343942570752,2818.287647108153,1156.1663567559428,546.4296956679913
