,Delta,Theta,Alpha,Beta,Gamma
0,38948.579571560775,25543.29144224627,12083.618218966232,4356.881722587141,1319.754519838924
1,68405.21928865755,34786.39351655403,19726.528139580663,6505.817259664607,3016.2418795722037
2,54564.861290349465,15052.35987684274,6518.087335805404,2505.261814525003,1028.847155557686
3,29351.186206928658,14551.621679959166,9922.25688366329,5904.222232057184,2049.570975241996
4,30815.82452418068,7672.746090397181,3981.06834295531,2623.5289536791,1162.2678768214478
5,39467.928523231334,10468.258592345132,5245.228939269922,1971.7894380574003,691.9842292811074
6,49878.52702013556,35080.80523375634,18187.54573462023,7205.556672133113,2457.1544565377562
7,74351.69832599633,37171.95960915691,17627.881401674,8093.357738238819,2915.2529823550904
8,64908.92390119563,29350.760097903294,19058.514694581438,7022.059528854161,2756.5481890548535
9,57620.45627302986,48295.03618373512,21824.538284112867,8563.652782669054,3421.4262997864926
10,59356.76818082279,15991.837134184758,8956.470025909826,4795.720171300059,2651.670748462083
11,59521.079464066956,24966.66170316277,23760.385768160668,7862.990846661329,3182.57918300717
12,52841.18642806205,27569.19029439753,9778.649159089444,7264.061765279319,2541.9201015764797
13,65852.92020801465,24415.148483195113,16838.545799629388,5970.951497204318,2442.952690448265
14,53346.39988921028,34454.038590091826,9901.270320974132,4459.368472362754,1615.1227084936345
15,21358.260189739158,13349.840001428507,4878.016478330848,2027.4852553633323,934.7203408712119
16,32604.49944191763,13996.349494174348,6111.082554259903,2496.9695568264183,1125.6180129741967
17,48738.12845066714,13439.720076099391,7629.769998834044,3292.602829161221,1468.7058770745305
18,24713.95697573812,7995.091626782632,2930.825394638483,1007.0541330338459,376.4067304587304
19,10753.463285073716,4811.56883675192,4176.817251469483,1872.6659864298827,860.8053790343429
20,10000.270024444275,8231.140231531244,2632.38872274866,1091.830589836109,516.4457914571459
21,25469.730570809777,18422.437020884205,4890.083697907651,2961.941387877784,1513.8989706157504
22,10658.27562050149,3279.748989380023,2365.648005068041,1310.5404915825827,774.8233981033761
23,33957.80026328321,12315.97254744588,2711.1247701827124,1663.9105964977941,718.1606605046909
24,30058.487475679693,17208.828436574662,4197.596976841891,2854.5672943919544,1280.1358739182983
25,13739.705573419857,7063.32378618184,2948.861560438282,1148.582182124098,492.90226302756844
26,11771.259337084935,6336.162274850713,2619.421528597451,1280.7343429611328,539.0790213633916
27,58976.909273389494,26525.739678464364,18639.59040125605,7668.8507319826285,2718.4376056121914
28,21941.84331119199,27139.335742311807,17402.560889821045,4569.763848964877,1608.168355795215
29,55956.56589797471,32306.848199741384,13462.822723804591,3617.8153018105904,963.2631463988766
30,52324.234986830445,32436.014560997803,11669.353433139519,4135.74017529875,1285.9834452147861
