,Delta,Theta,Alpha,Beta,Gamma
0,10002.406601644127,2411.665263161918,894.3828722722768,542.7158807818872,339.1314297741565
1,6050.2117353342755,3087.2710518377003,1116.1642473395332,537.2815260950166,336.0293838279317
2,4897.123405098648,2415.9588010087245,652.4274958874275,700.5634391797521,328.11804703670936
3,4703.71615828542,1914.6315575187396,852.8742548451822,384.596902433788,323.7664088108462
4,16794.451777729235,8730.796756490812,2055.1960076571313,1346.945462678609,623.2738881119711
5,43866.664323365156,15917.030552418644,9302.100752081724,4013.841472447905,1114.0585617002139
6,51979.441089559594,25590.822644345568,18934.520236918765,6884.200747053727,2757.737278595513
7,42856.42162440617,14606.569834889224,8415.319958906435,3943.6282184952242,1813.5406011925204
8,41671.008306501906,19886.622640887104,12370.897671559453,5223.943224785492,2663.3489720552775
9,28559.28861763219,16791.902986636414,3771.1350979099507,2524.4168890011338,931.2207472049337
10,25670.213166919897,15462.540200604462,5500.510305061311,4030.3313471811234,3341.294506283853
11,35258.323812002265,22179.710028062585,7389.246469838594,4197.628337909597,1948.0964771084862
12,4336.224812106249,2664.0745744352034,4703.38544285571,3603.7547728379445,1331.588191863099
13,43618.86896060638,28843.567140101055,16616.407662437672,4941.8092742170775,2055.9729132084153
14,58373.513424969846,26210.435664182653,9396.1007191926,4883.746847714973,1770.752909911289
15,54382.571544154875,32071.362730149216,15404.628111595706,7146.0871060735935,3944.657342302846
16,37644.76908693394,14274.59989746861,8117.889528393622,3420.3827559159163,1098.8583025731716
17,39320.02198156263,27253.18261599989,6746.250014113151,3545.074194145703,857.285412794017
18,1.616797976606297,2.28895378727019,1.9568365742067317,2.048170228467614,1.8473880855491835
19,49529.312538935774,27105.246632233,15170.813246723785,5339.145851054697,2312.036460419068
20,41614.915230900646,17327.15730815546,10707.961730442374,4699.511476187291,1406.0250718424968
21,19899.621602712137,12097.058269932682,7015.75034972468,2213.1224692420055,586.5592433788764
22,54127.963930989055,15371.681949909904,8192.842129677807,3266.2468136881075,1009.1157073538163
23,41089.13052748512,15634.54561927234,7783.498882926299,3771.008713757768,1435.0585075249041
24,4.208314853898571,3.2883712863927057,2.7492510389444513,3.80020036032791,3.5970142258113924
25,61421.690737754456,21915.106709506254,10558.573779480892,5267.634153081559,2712.831579612843
26,58480.57006572945,25816.653814563764,7147.357710699177,3953.460881314703,998.9945507366208
27,68703.8744176365,20403.34787979805,8847.977694343588,3727.086648185031,1083.3033748534126
28,42023.98417597497,14553.68164778405,7463.927984068838,2775.2167757673324,355.0010292183107
29,35466.91088795775,15291.111747359586,2604.903846449646,1395.5076182115483,461.5802192406948
30,57942.39029916513,35670.375712008354,17630.827263662995,5177.741093209216,1427.6766739535665
