,Delta,Theta,Alpha,Beta,Gamma
0,61382.268956291686,17615.83445029553,10174.61020518029,3319.490708512841,1486.6447390932838
1,45927.13988323346,31119.85722861936,8447.881138604163,4617.179131775553,969.7605132824004
2,35980.20310918828,12179.410087875705,4884.4001988912605,1873.0894047765698,873.5831588436052
3,59524.78048958091,25738.598440386035,11492.561751948724,3803.443673610424,1256.6156746975216
4,56033.73169548334,30571.873147180304,27075.318442369637,9146.817624063366,4188.73729064733
5,47773.00240682947,16212.101535266213,7651.799386640036,3384.3441565623552,882.0180805031187
6,59184.98982552588,25052.600113467597,10701.261576833289,3979.8363797149373,1370.5260427555334
7,62089.51238854029,18100.67877496992,9833.419944055033,3807.046819630999,1230.214446004364
8,51650.57968087074,38669.749217033896,8812.943143749588,10382.468726494259,3456.738389712699
9,57358.4445659783,23811.439386743103,17286.549245388418,8646.52198206135,2793.644358629495
10,61397.735598600535,31889.363811404673,10099.074900336982,6006.228795500048,2600.141989501686
11,34003.79741256276,24292.661413266906,13325.257974743847,6381.726237692562,2717.31219508215
12,61478.93889275973,25719.035523180726,11620.405647419164,5400.041140805771,1723.382740552349
13,54627.69118833865,19643.860022354453,14066.758204811878,4576.530993235352,1699.8166832555567
14,27140.35577616752,7952.822456130018,3220.4097738470664,2441.334778796824,753.1441727177811
15,27923.682406473188,10202.705521123225,6713.89131414781,2506.0679933924207,1101.6681071712871
16,49196.615731777056,29129.653549863302,10026.15816197229,3196.458328071492,1319.059375423357
17,56788.06739472966,27333.17303694319,6794.573860904537,3545.605045241751,1292.05094388075
18,49932.04563179877,19842.50960792078,6455.583316234534,2305.9435910235634,939.0533655389908
19,41448.92043008205,17890.46000504974,7047.161591400104,2957.2414060125275,732.5974443510455
20,35404.176853207246,16836.585393340218,13603.546154819394,4363.101970157514,1763.0239821009638
21,33586.54449096028,10153.883704565364,2740.1955354540696,1632.5534307637397,619.4926247543799
22,38446.482356372326,17243.078943966488,6303.329135147923,2399.5577241341407,926.0689478920385
23,20224.367534242607,13149.516929886926,5813.306379129958,2209.069406400886,1099.6089622289724
24,16683.36645920056,5673.718788312658,2005.6435881415625,757.9414713776748,327.47422304334583
25,2996.3938376811293,1122.6113242654299,872.8294506228616,357.4063789207717,222.8645044424808
26,6187.991527247109,2711.9785666068083,1663.8088234320949,704.4608890967149,314.589172285512
27,27266.599299549485,9954.201108048943,4954.662955190726,2164.075078231402,1157.6271541385458
28,38069.03162155671,22197.566574876466,8866.877113974957,4336.234041643924,2457.1980709055824
29,40791.48674985929,14305.19052092194,6398.614813901021,1471.954829763622,509.199041894068
