,Delta,Theta,Alpha,Beta,Gamma
0,56586.38118725296,29522.66420427845,10666.07495479481,5188.227003777621,1532.7903033053042
1,39910.40544815787,21232.45646319911,10154.20419459303,5106.117608100537,2006.2054605371914
2,23042.015430587297,15501.681455721888,8085.424429887525,3253.243154139226,1096.045987142841
3,62486.04090416289,19037.81561462465,10052.971525563698,4222.8704113585645,1885.1571146748454
4,21734.46118267022,18041.076331681987,11757.347154392846,4763.342680834449,1837.5993924822799
5,55417.038812127335,11994.82312418927,8390.303082919887,4421.172373189511,2047.950549488259
6,38584.18116960503,26659.662990760356,11109.355309702456,4348.213138819922,2143.188924972558
7,37531.81935691339,37678.944437185666,7578.142463820279,5700.325325078841,2096.124894639425
8,64359.78869926012,38972.61227278803,13340.595061136948,7527.97885353437,3291.7356244457965
9,46708.622787640794,34299.77093021356,14382.362471911198,7538.755189307912,3245.527805593887
10,37164.58458064848,19644.790828421294,6278.999143941191,4140.341275863605,2401.8227185757955
11,53674.97495170756,18261.409695145845,9932.826316206174,3209.2168627254064,1576.7633480880925
12,46555.85554485992,15448.934169964701,11592.193184959197,4679.452725122898,1931.6636996193306
13,50154.707070543576,15252.74329846933,9643.056057649566,4059.839441150629,1887.5672125062697
14,56186.7424247727,25154.549668073454,7166.487352580187,3759.8091654740015,1226.046526073894
15,13966.306394244128,8234.474045059858,3741.6218334461096,1348.319158936186,430.6915225869166
16,33386.49744308369,6439.47738199284,4963.477835960281,1716.6303083236346,689.5746383216176
17,23631.62919051951,16497.838245873194,12799.99681226102,4201.660937218483,1824.3792477428997
18,52614.28552415592,19678.752377053454,8861.701184015667,5006.132598912598,1207.6410635782981
19,42568.45873199089,19148.59854482613,7230.889473899409,3235.5252950226045,1205.2650875892307
20,25351.142274605747,6338.283220272805,3544.6505314699148,1238.1330806727515,419.90482199482256
21,23640.853973698315,10025.27387417031,7680.339458877557,3162.0678494034723,1482.0174088707593
22,31479.106341326995,13816.782742127574,4276.614869768369,1676.2908732562817,650.9211949968701
23,40177.76892235009,18273.514786867418,6135.104223148471,3256.49757106281,899.3640086311792
24,19478.636413181215,7411.958655995461,3006.591093514591,1361.5256394967346,510.96332864066903
25,12307.550913307692,3845.592364181294,2043.799194977141,990.1283837654879,261.48801843883814
26,18381.074878201096,7019.508080030336,2124.813625948681,1209.2764071073427,465.89815566509276
27,47959.84660546147,12525.49068657866,4367.803880704023,2386.076888091228,875.936645540907
28,52642.18536183169,14435.311668155304,4584.065060535571,2126.4678686104826,774.4427820377301
29,42847.69113688242,24263.07249718714,12261.79233623917,2720.2460557283084,836.854179805831
30,60964.4655212679,25872.884419613925,14080.711084418383,5067.841869278022,2137.551152914746
