,Delta,Theta,Alpha,Beta,Gamma
0,31682.34628689403,25337.306702918344,9505.261694054921,7065.045185505014,3329.857428110591
1,30946.512710762454,22355.340586275972,13149.433259109084,5104.678435256695,2465.097732784248
2,48447.91609489591,19904.473955011003,10383.993421060197,3402.472189911555,1240.3009583360695
3,39171.61765568644,11489.572289346514,5050.219028646779,2401.9487112940305,1284.6113168788897
4,26166.045748051634,15272.543886725467,13583.368568333879,2949.180300558613,1916.476309821838
5,51843.35045982538,27068.43534462069,12894.109516017084,5759.549468911698,3274.499484067533
6,46925.18103339331,20838.057410768553,16917.73854534418,4711.680738487218,1706.309201352616
7,26492.130660704966,7479.227577525977,5595.3584761880475,3733.9054003081874,2798.9145453855695
8,19699.94161847549,8891.999623232361,6579.111295946301,1632.4503454955964,1240.5267551372842
9,45281.716224057964,13416.396922437814,5632.945370608591,1708.0952596270283,1179.5152231132702
10,30194.84930011004,21842.479349369274,6500.347974324584,2386.898178615366,1853.9281472621785
11,8493.048447582976,1969.7216939989994,1550.4429977734098,917.1142979664799,1166.882089699403
12,34999.85236747346,21128.220205621023,7677.829748760234,3777.193119466296,1563.8446736495778
13,48173.671295653105,16691.52027150734,8439.250715739114,3769.770298853598,1695.762346660516
14,43122.42366819994,6934.558006912624,7753.877216181924,3041.9669355944293,1161.4616582891858
15,45620.581711292034,11544.706106152687,7274.017347542469,2970.3461543911917,1083.360291042315
16,48257.37320302104,26970.27369698518,19328.90087067374,4875.281563749212,1591.0913929987257
17,42692.713391216865,12050.665959722202,5120.71076829326,1322.129193803972,1405.0222461355688
18,43422.8863154948,17746.83930352222,7435.62091106871,3512.705293427988,2081.83476001937
19,16911.409062705963,5033.418213695803,1621.0915658955648,1621.588908793272,1771.7859777993303
20,62242.49257905511,16781.071877971914,5777.272539299813,3317.9203987334454,1840.761455846844
21,30316.46046155418,8515.696315817127,5781.61342567843,2427.13578653572,1332.1526143690728
22,25358.778911787642,6837.453698439988,3749.947560676223,1213.3397445573048,795.3099043061345
23,31710.59088950525,12000.864780674367,1727.0404112935346,1524.5140467149463,1052.3652811877437
24,5213.003667924537,1585.1624197686797,946.874874694061,702.7339045926032,407.44820566825774
25,1636.6961549092762,1150.0537909449201,838.3271741310064,683.1646411780011,386.70911016550184
26,9779.435702398558,5372.6584303301415,3204.7158480441913,1566.5293210623015,1286.7579046527517
27,41571.61444733256,16897.227583929292,7147.1634704143125,2819.6343188363385,1442.5971402176376
28,8999.7575462733,10795.227755022004,5612.8276648991405,1345.354300068683,626.4695986352463
29,15501.93846513619,4705.802103101183,1786.4875769953346,1391.9999700819985,1197.2779722008447
30,3961.079899506815,1608.1406624165902,1167.085262309857,1261.0091331465053,1773.5803006474841
31,2721.3430670283615,1682.0681666292999,1945.553308782295,1307.8896881211206,1309.263103747234
32,3073.8062882254285,1532.4365715923188,1056.3631530407624,709.7038952167189,1172.6597100143165
33,3858.6267279517633,1119.6567888541356,628.2555752622613,668.6782248987681,834.309816278325
34,16941.718924483543,6159.207735203974,2390.1725496779413,1495.714428760505,851.7656309990012
35,10677.738738908694,3753.3087466938114,2021.2622532182595,843.7771723603196,891.0999655651178
36,5128.032890035012,2432.41128769355,1387.6574029856881,1452.077095753876,1697.2569329242183
37,1186.2442945189964,876.1805671691757,984.9045413080719,1040.0632005645846,1450.9384806646378
38,11258.151818277604,4514.321655280236,2074.8186242961283,1473.7306611767654,1933.1358570259986
39,11111.605052310235,2465.6723331733238,932.6390180608926,1542.5079691732274,2231.3442746236456
40,20305.462108229152,18709.37801518182,6912.056030636042,3826.471644303588,2329.3702737335643
41,24212.84077917918,5730.81663202946,4480.395253457516,1473.4719264358132,1730.501701579266
42,44949.44141710063,18007.72863184923,8345.991916390847,3181.7637106436996,1801.447691398131
43,50143.21333327851,18772.015582116743,7769.510820650788,5128.400374642882,1747.8338877736871
44,16284.27084005488,6443.677143831408,2332.3629246080363,1515.5830421156272,1495.6305915060013
45,6385.178238330758,7113.79632201414,5351.543424251531,3553.5269881419285,2314.5512969847982
46,24965.519704271865,25749.37697706764,10615.59913806953,2808.3009596721736,1868.519183066172
