,Delta,Theta,Alpha,Beta,Gamma
0,1892.149233618335,2400.1545968630985,472.2887751812026,315.70844165782773,187.50954207236688
1,45245.250397112715,16085.645587740793,8318.969825667087,3944.435398048821,1487.1212332124553
2,51971.259398433074,21738.021776099395,7257.36169274984,4194.166578730334,1709.410184594419
3,52373.50136917946,11963.403825490994,7626.767748028689,2700.584160202804,1564.1018616382923
4,9748.69497284744,2487.6915758241184,3524.879428974144,1544.131893214374,928.9514978099767
5,12930.091637809439,4650.2882376480375,3825.664706444957,1394.117889306854,1266.8271749253854
6,62418.695525377974,23572.51516206475,11756.16400325715,5838.217355971584,2551.3516308881653
7,63666.14232244158,19258.307288918757,15427.463728100824,7298.356036386627,2498.98152227598
8,36675.1724577308,16723.3614240402,11528.540444785667,6375.283380786437,2659.4363651403464
9,24135.13926039179,19107.00500859359,18715.62235865999,5584.430903826342,2223.920800278811
10,37054.49571657119,8682.948532040335,4221.359431978141,1267.2332205486084,654.0588549396317
11,20966.005486135182,9727.34560042609,2274.230776651725,558.433638699798,452.6254500114771
12,11938.17940792211,5100.8054627023175,2321.4176275989075,972.6582840973133,720.4546701445838
13,5425.2693437714715,1845.5461167598942,899.5256471470002,593.3738735797908,569.403385084954
14,19253.365656763766,5423.5240742162105,2478.5694839243342,1190.4822699224972,710.0959664442101
15,11513.602358406415,3822.937142128497,1518.4320210489477,1237.529271888308,770.376101678481
16,16278.78870533404,7648.769729465092,3013.0171998453943,1125.1833220837796,760.9143945454465
17,8569.939064133883,6164.6004277145275,3722.892416806276,1791.0467595587543,858.9115416819701
18,49302.641517380835,15286.22985587808,8172.825832273096,3957.5580900112923,1816.1652514257003
19,40183.50524787226,13219.214147402945,5015.755126626596,3979.307444131164,3002.2234326990188
20,48087.289916786984,33557.285645051525,7474.651965052476,6814.387829452459,3128.6866406652634
21,5590.671083988146,6430.658977719499,4804.624910750383,1984.3565037919539,715.5520390259567
22,33926.350560766434,16014.22057659004,6184.732400460972,2780.146215470935,2279.1192043496985
23,41759.38105473277,14347.860332723563,14591.945507901433,6185.371219249745,1570.3751551411412
24,22268.547856536195,15001.998843183985,5397.070849367274,2235.1925955747897,1150.7714295751998
25,23022.497078983495,4962.147618340438,2292.1113394244267,1369.6183292295661,1061.797655108771
26,6887.067343159635,3821.837235194215,2783.3364963671515,1367.7801093691096,1701.0700967782918
27,3911.0802932916126,2883.7547628503985,1260.2790659484895,1258.6555204946048,1738.4000391914306
28,42043.46023258589,11440.144627318752,3947.549457034762,1699.939511986214,1173.695502669064
29,7784.290938200958,3749.8049408123825,1087.379288844198,823.3349023711731,981.6520068706526
30,13961.177481164383,4421.5321250329025,2801.4253434553425,1899.9880263094037,1651.7778476934504
31,17319.085488839457,5458.9234625548615,2225.118588167824,1097.7211640096446,1254.752454612537
32,10509.547860173056,3499.6462060177964,2157.2230885378726,1162.700734197755,1409.7744359100604
33,8239.245997441845,3847.2711667458448,2156.840229199543,1571.8196800371559,1290.7432835927236
34,2807.062281639757,3265.6491582275194,1091.4457659909235,1213.7811744305468,1548.3656488316894
35,4593.308973501872,3133.2926944587325,958.6208390855998,863.5776849588175,1009.8292210207119
36,2765.766658348304,2167.3911978049255,716.6916202424411,787.1499832274866,907.331595556863
37,7207.448914474476,2014.1295247746355,571.8977726547457,622.5286199256163,795.9265736781705
38,3662.2355266044538,1672.547474582854,774.7463379563089,656.4341664271795,638.6069773464648
39,6182.7340730906435,3530.041643192256,684.2684126938669,716.197153627102,661.5135534517881
40,1850.9213533434486,1901.8473689662185,853.7374134601062,555.3439319883386,649.6128322199788
41,3402.5776538295286,2160.6316298288493,504.0759052585701,545.0623876856993,522.1189542085178
42,2610.069787858868,2685.834516686815,253.0126939540392,370.8517659276829,524.7306401277508
43,2564.431704124869,2762.527180210183,919.8993848460653,593.7419919805961,539.108301589151
44,1964.6059051211134,1585.4702810488632,656.3736609003406,511.4926048474684,537.0461272916348
45,5335.783445951225,2511.59301531641,1336.7281864089487,659.9913399366172,462.005307328483
46,5047.9631187238165,3211.5666320302453,644.5378948137716,446.35605855907835,328.26966909611247
