,Delta,Theta,Alpha,Beta,Gamma
0,9396.238752809735,2247.786983578661,1516.4537886525395,493.197641737786,186.25156462700164
1,6509.522094901289,3839.7951070431286,1270.5990667811789,299.1042242330535,312.1506056364996
2,2271.194989105204,1747.3538237278517,1197.2709384647962,320.59817541510165,237.73021365889807
3,1643.6934953358596,740.6560859367584,934.8023181155517,396.10817480933116,227.55927825667112
4,799.6912012901432,834.3432878803401,748.4749820021646,230.6602611662722,178.0140407104422
5,713.1142238597304,419.1753535314709,407.69574592252593,211.95318596629036,133.4884160068564
6,1386.6345671965353,662.9692177215337,359.13172692796405,220.27502128544768,141.14471500928917
7,1486.2855812059934,930.6174846618794,611.8853656308618,252.49106014968876,138.20120198161337
8,821.7198703992494,734.9964302859464,631.7073056922522,168.58917136233967,158.7350901807529
9,680.4527626768481,609.5234353702252,433.91246328590915,173.34066141043684,142.93136873813214
10,827.5318008712229,762.2807675343483,452.91240497715427,195.14689213242428,130.5307120918998
11,542.6465142813406,408.1516848615314,557.4735754524343,232.00951206691485,133.7789314073354
12,850.0460686769405,690.3983606647324,388.57082524739707,222.55433164782377,146.44110420151944
13,656.4628158275755,581.2836931713717,484.37082630096864,189.20787277808157,144.90424683790982
14,526.1951826329238,520.0372282190742,333.0987017978749,242.35780158093803,127.74442137073736
15,703.0247443075857,491.34874279360685,580.2548302298057,207.62097460606432,132.34009333250538
16,1078.47479696944,842.2658030648731,420.5406764875247,236.0890628555174,138.6648707160501
17,941.0094255219492,748.9253545097079,731.3421882247183,251.52067241004588,114.19920415682736
18,1313.4538177607592,1261.3950221929067,355.78202356767497,270.3843311080299,134.6795755202133
19,3633.7080741460113,1494.7995040510864,315.8387346043645,226.2643393741108,197.72078209595972
20,7912.68879695631,9620.931548419934,3449.182009014842,834.9354108483069,442.38277901520786
21,40519.750624744265,17563.142359020938,13233.762687436403,5198.840815236552,2002.0197571764238
22,31499.667132372964,21177.116150422138,9452.637362467216,3830.3403381384446,2154.5637596903134
23,7124.953879681252,4668.404283384828,4309.957487902943,1497.9184549502315,1012.2539533542059
24,5395.1558072194075,1579.3702872339256,490.03741993764027,336.80080076067856,150.83762826081838
25,3525.4275737323933,2192.320015111789,390.93834928346513,319.01330008859367,143.66027736207474
26,2656.978170044215,1594.2524990309532,476.83152567402084,335.838904156995,170.2176843295381
27,13260.138184320676,4623.695072333573,4037.9979910244933,1577.422739782626,660.2792420143315
28,47716.16205518459,25249.19667661974,7028.845139564401,3531.155863117278,1328.013149384545
29,45694.71479493733,13751.609233541978,6381.6698458859055,2667.1016614325385,780.0751711078175
30,5340.656484972563,2185.09767224423,1331.3031907514046,475.37970426296164,223.24217314260156
31,2748.0049808942053,1712.104150256225,1113.1504661422575,432.7252528278843,243.6946237192555
32,2575.523931870146,1367.9401170340375,452.1098876221634,343.80209284887906,182.66462534603343
33,2461.6517526415237,2267.403212560602,869.1896444659327,356.3173505818899,215.6623116892143
34,3579.9328549595803,1629.2718502813245,529.9241566281083,378.2918516504151,175.6239750975954
35,16878.705239703122,5292.46194981518,2982.3430633885455,1245.1029015816957,735.573038370345
36,13707.623529328865,18861.241060689772,6816.598414265364,2431.2696488915185,703.8021169952548
37,16379.283112122454,4844.427234216377,2205.2690815908636,850.4190408248463,618.9737789820105
38,24056.20014919742,7879.910913676522,4044.3536165373234,2378.654458977923,1328.1310032690244
39,35748.490290621725,31377.97700077384,12334.696081755892,3066.4128486809554,992.2391590284368
40,39875.1015576221,14367.660543128115,8743.449837201553,4071.2678649260283,1740.1213858381689
41,15960.611846013311,9828.331276967725,4020.678143775482,1674.68593747265,509.2064469441454
42,34099.05391463561,4402.759422457741,4468.47952177904,1569.591440362369,532.9254010169609
43,31165.886610948837,4933.281966340438,3817.278415764709,1517.5868331990198,743.421126827844
44,5830.522034786491,3698.471258518537,2011.4428327228766,797.644599451432,368.008537144327
45,6543.820941714194,2293.288499244264,1535.0286042741614,711.4991495649209,282.75261580886627
46,4745.8143875013575,1873.198385918085,940.9707853777905,471.9953635622007,168.71762200633202
