,Delta,Theta,Alpha,Beta,Gamma
0,3950.420275031911,2119.719076749657,1086.968154918634,561.8465193145882,352.4334315283673
1,29622.677218540583,12830.987793309545,4431.294330741696,1573.1252427100953,666.2129041177723
2,19571.083149268015,7810.411907145601,2439.666845191516,1081.8756320220211,682.3301167241771
3,15596.676549911688,5011.162692812177,2396.0306233411657,805.1460300711038,426.183613845154
4,12237.860282762793,5561.187985300962,1553.2507751102235,423.42523198243197,317.5942606516224
5,20155.16424198308,16455.836909094476,7563.966478964369,2340.5156633337524,776.9659009777419
6,39632.88353993261,22914.011421519557,5096.768748322005,3237.894290260114,1302.4599164095616
7,11533.590624871893,7029.91634307003,4541.346986487936,1987.3755016629764,463.78640032703305
8,2751.504385443891,3321.6329833944674,1744.5644936241029,777.033484833739,350.55064286222097
9,3038.682847679643,1037.4888114123926,982.7697548653439,241.43332612142183,227.09427237298968
10,1644.4621763823557,1327.5329962175765,578.3014849741618,338.59943734192836,267.85497747563767
11,41877.92414326037,18405.58028670516,3987.5928855308475,2401.8125307009927,1232.9919219147932
12,55971.07162562316,32664.45709370712,15389.203984242724,5953.558040432691,2306.152569135913
13,53588.58477325485,16718.122552015917,4630.457654827699,3231.8451541437107,926.7718985486509
14,13984.43523897412,3882.124131289471,1192.9988305182148,511.98103850551746,330.27007073980445
15,8741.96440281982,2049.5746962406015,1460.1329523191305,624.2862621154858,357.15327053528245
16,2512.1571263947635,1215.9214656070797,563.1090371131552,324.8679869259188,210.80418055864624
17,793.2770396949184,473.00553332100867,453.5983163924249,194.5164553492713,155.2165090454723
18,1830.25800073323,685.5038202114358,571.0783856384968,251.75676701672722,218.72758455039812
19,665.7051551505083,392.4649457114902,486.6017963735806,212.49886382881778,161.76207728269577
20,2291.261018693018,897.466852694304,420.03189520217546,236.13131143770437,184.4779722256571
21,1752.8236913728442,433.90141919284855,642.612782440046,287.77205066984556,231.93465961026354
22,13153.769006840976,9017.941627104135,5992.617228703701,1225.6204823748806,465.20747260413435
23,11718.56587950424,4863.86915445228,1001.6370400166224,558.6251104251572,407.45176668905
24,1471.7152077850328,535.8421779337416,532.0081691138153,308.9341062078455,248.89139550462346
25,1788.868095923854,980.719947642301,546.985251996718,314.4882238408263,231.77809449785315
26,727.9140259195204,473.6025643210028,406.73698848893156,251.0512723650712,218.1511736769989
27,1026.8624523101464,967.0240841348032,548.5417457921889,227.3634470193779,213.30487642188413
28,4776.022397442735,2825.491966181351,1110.7973871094523,415.172578834905,255.55275405065805
29,4167.045469903313,2806.289363383869,1743.1151488155654,755.9319117196231,431.1281680965684
30,670.8092555332312,434.8091834254709,517.9547259167537,207.41316688746994,208.84953167085314
31,757.9197839029578,349.4572493497018,578.0418758932001,227.75703734706175,174.46860002419913
32,711.9254495170978,516.3804597229098,378.6940922263996,202.87052840233147,179.20616293861735
33,1677.6512936781892,881.0492838681936,409.04781107733186,227.98321475625826,182.0293369647882
34,1644.5409679480704,663.9269467622948,404.01351916991024,174.77007357134266,172.95921036299896
35,1369.2851239702495,908.6243984702937,860.7250627009604,362.86346517807897,185.5575243875955
36,39396.34030783597,15984.00378023193,5443.558884357624,2958.5070431002073,1510.2764611696819
37,18136.413396873384,5649.098227264714,3115.1282544826054,753.2718436388034,360.3821127616736
38,4111.634765384075,3545.7964162865046,1808.7383777772889,958.4265733426768,542.8402136700979
39,10356.464477413083,2963.7975038865175,1468.5722130560493,469.3172995732228,285.4733711942504
40,58538.23848482731,22615.038981031554,8268.69115370332,4101.263089113316,1803.5836811346521
41,26448.89709022307,10819.204444397983,10926.277761044179,6425.867758518688,2269.8121242347256
42,45755.21288432476,28572.277448637768,11801.030856376183,5164.73165438152,2554.5249855262614
43,3678.234783364215,2583.7858889883264,957.6431720369059,506.27974653451275,311.62463896941284
44,2275.204798153225,1793.9572184304513,736.8157982718127,343.00054922188275,170.10118647288527
45,2004.2825265677782,2095.751055704582,471.68273067238505,251.50707191588648,242.02961532774498
46,7507.750878500977,1971.0595298456499,1223.0620711194151,562.048425786634,332.20379196997163
