,Delta,Theta,Alpha,Beta,Gamma
0,7020.790852613316,1018.2884523866197,928.8959894826936,334.5138932907959,151.39757654822316
1,4229.262786711529,1432.2147369093125,900.6924423519642,557.1010729734968,267.7047447430664
2,6807.178533310201,4427.609118882699,2015.1873396875703,645.5223870713018,374.40687144330724
3,11214.592943576712,6359.617311584345,2363.0750090943484,721.8392892258581,277.0224143213461
4,6779.894778821773,3260.934082722714,1606.4094860152593,532.6113870454308,286.7808995744938
5,4980.072163817662,2777.023913813241,1496.2830595588225,622.8866136684952,375.8478959673615
6,4056.7704168235127,3044.715140418788,959.1714658689536,486.7610756984506,261.3177019219726
7,11745.807802348658,4013.2498752124247,1130.8415124814749,717.7662217657282,167.50650032293362
8,24269.515425849975,3953.321099370588,3046.7825926404635,1197.7801434144314,470.5549416614708
9,25584.672468307723,10563.447132377465,3069.952969006614,1769.5433916235718,947.5300558696309
10,3928.9942216389336,1268.57259745909,916.4129015332471,613.9717431424799,430.99912469217514
11,4973.396320200355,2942.8325681027245,1418.79681193548,738.0729769682919,401.6186432240832
12,14760.63790920996,7979.357901272776,2164.2958928755706,884.6883725675568,432.73883216170265
13,8481.84521390968,5263.3119397240935,2604.025213445464,1119.9695638038477,476.47972164554477
14,3211.9563924227923,1300.0383487875147,422.89411525468165,303.9039908825912,217.4911665388811
15,3715.0484894393776,3271.580267566361,969.7878041493861,302.14383480074605,181.98829426043267
16,1007.2013015598791,871.3113760242012,395.42866822238454,289.5277309108479,144.25709879812823
17,1368.0338467689849,705.1889103039357,770.8622769908054,289.9021177016682,125.6331640590038
18,945.6524337344322,1058.0939049171639,420.68038467365625,182.98269005121054,134.98561440055641
19,2153.36749371763,1193.5377435788146,580.8738844269808,216.09688167949443,189.68561260861674
20,1178.6456712264917,1029.0186827446526,232.94316805042067,190.07745444233484,161.69964399635387
21,2725.3029229776066,1901.169845229847,922.0878406360798,277.75453850059716,156.4018670732566
22,1914.090397262526,1752.7451360283885,624.6063587358547,381.0338317387887,215.05188234480863
23,2160.9138384414055,910.4392349485053,844.1691861112365,322.0077159058676,173.10086499257534
24,11319.919475305855,3698.934794912711,2457.7934869550377,1212.1674708731696,482.7984830232617
25,5489.713084342551,2793.330843897341,1579.288935792964,577.935560910753,292.2987228861226
26,7444.885615262301,3422.252506960532,1070.3944936762405,494.4276091810336,239.6633694103467
27,7428.968537047256,2553.8473895106185,1120.1202629904192,510.69260257739535,258.5389989742576
28,1153.1631760172604,460.4305564291403,366.4148148586281,242.16871364421445,166.62738620006553
29,3065.804835450543,1675.3393959556345,566.0093395796266,225.11373343988845,158.78252776667333
30,1239.0458332536189,602.2793212280385,575.2294945017615,216.22278738366649,129.45793981180654
31,3397.2782738997953,1999.0098047594784,487.1589128710907,250.37013278552598,181.29217166381213
32,1851.1124028393401,892.167396543783,375.01508414122134,320.1937023242934,162.87105248030164
33,7316.226215731018,2046.4916237391212,853.1597491028846,459.5010814663942,283.9902367858115
34,1455.7844561647862,779.7073484398599,458.51582409627247,286.06719485540856,246.1384149800868
35,5856.5896377949175,4087.45837195335,956.0769940754104,324.9025434527844,170.90942598030793
36,50014.31975120445,15516.04313109711,8152.294343926103,3673.051944634704,1232.9572996381407
37,11095.139226745216,6136.665440215488,1084.2014577043465,690.7951729542247,394.86192463638326
38,12020.305034953522,5283.2112309038675,1263.7791270035952,479.305286446101,383.9467920340182
39,47881.34091018002,17250.028120767685,5480.32745924048,1471.2856509788696,357.1695629898446
40,1515.694306555748,1601.523608523171,821.8627068673661,321.6579730378686,208.49718541549845
41,5472.845032668726,2852.4902721877406,1177.6478960813085,376.8153040785593,246.64918740933825
42,4108.441939942085,3078.0836226914535,1027.7413400094133,356.46864572273483,223.80267031303828
43,3297.628793735321,881.5634253581957,806.1235474734709,400.79248494318927,279.07119685852206
44,1108.5643187285318,458.86331022101456,466.26134118989603,311.5316321194961,285.3689919666543
45,3396.2566805068063,2189.9307746127342,730.649307918681,287.6324443707892,208.26650376710677
46,2266.0565686259824,1504.42990586439,721.8547413596345,406.86204727395125,275.51867622614355
