,Delta,Theta,Alpha,Beta,Gamma
0,23425.939621011858,15925.588928052503,10659.883816771991,3683.66144742442,1742.654798105606
1,15736.047886903194,7534.607798578692,6048.255524219625,2330.9155274063532,702.0365201601946
2,4473.940895093486,1283.9682471939502,1366.5548810282476,405.297359614954,277.5197013431986
3,2336.2864811319632,2672.633964288166,686.3849268657959,353.9280771149808,215.33035545221009
4,4763.753453835814,1126.890938982347,420.8261243321639,308.5068915767188,165.23807906808875
5,869.0356214995761,683.5034034437797,423.69972286511694,237.42992848603876,191.6150263653022
6,1208.7251648374781,1020.1959949158734,539.6043091321952,288.00978367488665,223.5745145003919
7,2771.3358399837593,932.1286588781248,493.49856133518676,319.11848323536486,286.26951353994826
8,671.8816526991775,785.0362316310293,485.85205690458895,276.8214539624469,180.0579358688297
9,7014.682590344724,3892.736655910406,1099.82065866113,634.848995331916,339.25897823136927
10,1603.7620763589784,860.5047484882748,604.5165331450536,209.9735683122592,182.45958068409126
11,1095.4802915941566,678.7882041625578,633.0795637052233,196.75608626794119,166.6048461285174
12,1861.7010040871403,674.5558408925011,549.310586767964,216.98326290092044,165.1451614128811
13,1273.3086025057764,673.080213205702,435.0318776806951,194.29040399075026,128.0832860748742
14,411.96714518633917,614.2291810803177,628.7585408693718,218.79962969574467,146.87503387977097
15,958.2906077813567,456.97798049359255,553.6963552558293,237.2952846784417,122.59887787959926
16,658.6826409435981,397.6422092336802,527.7154374949927,176.9348942447772,139.8272701364634
17,779.9849761419621,591.6928365512421,496.2249688713902,193.4795339977237,121.2795832212861
18,593.0658267019732,458.20434464278406,500.51744144610666,228.87882225819115,102.67516790084714
19,901.2339220312822,528.191567234414,362.4293299426998,224.65186398987322,144.4402820784833
20,1053.0494546543864,762.915683635591,438.01349297819263,216.64868330264974,137.60255158516765
21,2521.200394334716,1152.230721011179,311.32643889541544,189.6403315409896,166.7148641284774
22,11168.085814497354,12602.0760991602,8497.211102784271,1542.375503159116,735.3189272427007
23,49868.53793793069,28834.20349277869,18610.22626598905,6116.149536357442,2117.4340585329037
24,37427.9307969669,35363.66581017389,14496.67483357543,7035.51357823204,1913.529424229546
25,53142.07809754129,25053.5329369923,21801.70133007343,9459.827375403518,3084.9395483694057
26,60317.86532559601,22869.63289612041,16518.893336666864,8548.646117793898,4079.71225367099
27,44715.57231837117,20309.56627904725,9687.12763762636,3939.6012967741262,1626.7558252554722
28,30629.40439420056,12302.110909811245,4341.087269227141,1420.469100509077,594.967731906891
29,22829.651187255524,25940.582272024094,10024.749613807395,3356.443763945908,1181.5481925785782
30,45759.43547049392,22858.60362838085,17406.407958710126,4513.9950528262125,1827.5181388190158
31,6870.5586588476945,3623.9181036322316,1622.152314323972,1357.669104823104,650.0127983289128
32,8460.817211611771,1974.611023109764,1328.2719643278874,477.70046946251273,316.11126947878336
33,9667.006340461005,4499.833647851516,2827.796853530535,1158.7298061877789,418.1644740192787
34,10580.17662144234,7661.590458888268,6706.283547978759,3043.487685554622,1132.8690875580237
35,50122.9191829594,18144.874870596923,6635.837937243452,2191.4196440049686,723.0667648199268
36,39419.78455445913,13134.918504931615,4717.345939335249,2790.1140337007855,1441.323668294636
37,1401.2254317804334,588.5993444562753,615.9391778978506,284.6581833292129,149.8297221983889
38,1680.35368749837,1026.657266602868,760.1793119150818,317.1807388377415,175.200731635678
39,1486.924274457886,643.9493972545604,628.7561153227364,269.6274204087142,162.02026259693753
40,7032.721051730522,6268.288098491595,2488.539257331292,1509.969120825901,775.710930482515
41,12992.581726432112,2773.716496252702,1223.7549507794722,549.8118831199017,264.0519990966167
42,1864.8256602261447,1094.8219662516328,529.459674565922,277.46242068681215,173.59603399279627
43,2056.189536358864,890.2406297427287,558.2919727026662,216.15451328986825,153.6983500384556
44,1026.7411952272896,1026.2066771845175,431.8820783079335,295.06461615165983,148.44478088280988
45,1202.1603880530133,1030.278467104967,602.5478974575041,270.58207873235204,140.01416213026909
46,1763.280466677998,1004.8105014431779,555.0811954745698,335.7205062264691,174.42766029678523
