,Delta,Theta,Alpha,Beta,Gamma
0,54071.77322745885,24228.78072698973,10801.144730618264,4559.19846585228,1385.1200493808235
1,52721.253045878686,25269.537191924883,11636.455343570527,7296.565647845026,2462.491371357315
2,17539.97198577091,21896.26440591711,10559.055104856354,3697.151045761007,1465.866037145871
3,45652.74401978118,16928.261851712847,11521.284201695898,4089.1371921240147,2940.5074485214395
4,14447.859972900436,12186.144008985584,6369.089203193335,2108.0733292731384,1590.2530848110769
5,28694.002138172527,9295.258035346873,6273.092193314449,1781.7248577448129,698.7958141996911
6,44890.49868303146,15941.698572145873,12513.89365012176,6750.100584031332,2490.934713823451
7,47640.5535208298,26950.539690688456,16684.278162638344,6103.878950701393,2150.771730222912
8,38861.53310442657,38580.06374782419,24767.97388384664,8927.26211067269,2583.9772618032785
9,51839.40062045597,26544.594317489922,28898.960995436955,6186.785413196206,2866.6216112259754
10,60182.38319766098,31778.540154445134,9966.761834684561,5760.265769776813,2194.616895259234
11,51238.880051199725,24215.96314547721,9659.804515862494,5074.4689800457545,1936.4109315665132
12,30818.51425386808,22270.868963628913,9966.70942938283,6951.565382230098,2835.7040506936282
13,29193.687377865004,15625.974183620618,5155.49409606917,4014.606637528361,2176.9621884286034
14,44077.23620660389,11371.639755860213,8870.114836808312,2813.588666283277,1322.4446352103887
15,39205.123782541654,11969.974217527055,4602.452130803244,3160.8379681360207,1951.9830348003168
16,18146.511633574675,11939.592166390328,3483.6590964389034,1888.8392116077528,733.8117983032387
17,16220.568773743973,15420.880499175575,5364.243417091489,3551.5114948246505,1983.1623945133376
18,34193.87599576571,13942.909134323449,5070.7665707037,3878.3959546590595,2106.365312900683
19,54691.65102174576,16044.079394402968,10185.629749581822,5139.474233917,2058.93801315449
20,42201.52877082816,13814.14536457129,15166.8772250682,4045.551482987155,2503.7445075936607
21,21714.54038535979,23939.682507556456,16935.76415298821,8077.8238988093435,3646.2253678810002
22,21443.74612238259,18188.788594853624,14484.019005167833,5293.30561794279,3135.1021448687234
23,29089.46497282246,23755.76575194382,11207.17437373785,4679.217560565113,2762.638094219441
24,23295.126479626986,16473.874603135708,11175.316946542389,7213.317950151153,4086.7756353011487
25,18521.419948891787,10307.373717728795,5697.327474491476,4324.974485994681,1057.954230617115
26,8801.450911246131,3622.355568912923,2091.8695976560743,1275.5648887824193,486.38606789272126
27,17584.79391067639,10011.375399615255,4619.145222975543,2607.5739614268814,1004.392157464814
28,7390.199613662235,4747.927817441671,1642.9221858730343,1050.6073493684912,478.41824540452694
29,19090.756436105938,6550.8887969015295,3051.0226241721766,1530.1139478419636,732.5406129969715
30,14517.620475319949,7963.033069645117,2549.2613354401806,1312.9291708355397,820.7754060382501
