,Delta,Theta,Alpha,Beta,Gamma
0,41585.85136801528,19660.890626556484,8130.12817188381,2291.8388470670993,1190.517522779987
1,49074.17517262555,34570.27248350551,12090.67548922247,5633.231622987058,3237.3973803242884
2,21038.870438790298,25616.027025151587,15678.701800491177,5603.9131233008375,2157.8845086193446
3,14594.51742834079,7997.611321103268,5068.364857541454,1859.486581552894,1191.4771528681213
4,37379.71538588706,13762.982446972856,5386.351649719627,2257.192704420081,1069.0264828401514
5,44202.68174306342,20398.36369747847,9047.842364610422,4231.0008153829185,2172.9991024150695
6,34881.70243401879,14161.714291530694,5197.971883645198,2264.3725663731366,1297.442352768868
7,77047.46477492785,22358.82747596575,13071.903131016892,5587.448837667701,2447.5925229646314
8,54112.74106773673,33920.8894167212,8128.676568421955,5965.549142591563,2360.696330399912
9,56137.78057867658,15660.80074871256,8033.003034072467,4051.211482783238,1174.2075886100813
10,51339.241735681826,25011.533397337284,12703.489253200143,3610.776188024921,2476.4262316338804
11,55710.0682875951,32538.839750450014,27055.268366341283,9525.188980068628,3468.4050469779536
12,37112.0763141247,12637.412538864652,5729.153368186975,1889.606045698399,1138.364106812891
13,29370.893245455,6508.507328555328,4513.848086137273,1954.4826928751186,724.6738935033329
14,20763.045560121434,10396.755862517677,4275.462940768799,1861.520212940699,752.5497056057527
15,19196.84203425968,11345.152927972358,3014.122773987912,995.8205434571631,502.2904386132298
16,41997.55537764073,15672.902279663522,8723.061049822867,4212.598383600676,1654.0832023218488
17,38459.075150154174,8760.5976139637,5460.233693085829,1949.3025334427473,774.1791806010458
18,57739.642565444134,19078.3743378089,7196.98721750294,4200.428242200584,1213.9408345169145
19,60510.43534828809,20291.17657374437,11335.118261666054,4182.237610295486,1399.420787172193
20,67764.6642790561,25278.837893171145,11717.924949381555,5077.549931341329,1997.300658989635
21,38407.41412344786,22122.353120895878,9181.760084797248,2719.388471815302,1196.2896236132958
22,54604.699094975425,24166.273054387588,16326.691459872241,5463.708944897306,1660.5124594173647
23,38206.367572910705,13264.852755929482,9022.62567322692,4728.717387393726,1649.6895932303753
24,61066.808371901585,26399.90264374746,11782.371375914794,5675.369120698886,3224.5266071626256
25,49441.350318107805,14467.362439423188,6883.799985155626,3051.307072542028,1114.4487752637028
26,47049.573524349515,15674.760441727865,12502.732045398374,4214.997381202667,1775.321258893089
27,46089.403183817725,26106.651959586703,9890.64097328666,4368.4872124942995,1495.462908953752
28,48397.101216629766,16266.343239252425,13023.891607811154,5294.446324611891,1909.6475624475013
29,27256.878741115324,19535.17785366157,10816.710525982435,4316.830961777074,1754.0457591458571
30,57380.99277856067,22566.32308378414,9344.542173061685,4715.489352252629,1484.433236230309
