,Delta,Theta,Alpha,Beta,Gamma
0,12305.000524252864,5008.380072933407,1249.4846316885225,1606.6534098292082,2107.278945596589
1,21929.8674817183,6791.157691729485,2580.144929326581,1565.1548305607762,2983.9843171781176
2,13841.368898678986,3598.016703018629,3125.7744440529586,2522.3709424757267,2955.8387976895383
3,50994.705670256735,15857.868979543036,4021.289470696001,2368.7183359924493,2705.89619977771
4,55585.40454411943,22823.672141076902,8643.045488359267,3622.441715505528,2868.390711861881
5,48350.49090881237,13810.064219068314,4119.005618892195,2175.519504242644,1713.996415194149
6,43892.14017607345,13856.736003028458,4850.766544440567,1517.6764672201557,832.0963587220225
7,32860.9255287447,7740.114119187455,4573.727040720085,2334.5441583141405,1648.4802418734337
8,57707.15056680476,38303.40777588045,10737.14211022254,5661.356618023092,1700.0548641968974
9,37912.400115044155,14440.429249653582,12416.189059215689,7600.42805973433,2958.3804240595073
10,52648.44671716193,37204.30295926824,24967.485834007042,6855.242441527249,3262.1888020437173
11,21650.745016327888,15614.035354799658,6970.739004091626,6801.58556084031,2216.678443179593
12,26259.694018865517,16233.043800760448,15825.877621891337,6517.316226716134,2837.7376647383967
13,6616.531276498004,5785.218798439104,5519.763965751638,4559.450337147131,2138.5661047317876
14,7949.8321839249165,7431.960213098823,3838.2144538325506,915.0126599642426,585.3875792338379
15,2234.034750571869,2346.0191990523463,2189.980287557452,1416.5040609128107,255.54773596755518
16,14529.40351859426,6619.544409934084,1994.0104779060634,1320.75469054133,625.0260174634544
17,14235.794172928592,4181.522760880857,3640.174802989414,1303.6773670098414,791.0229130289044
18,50404.9137673091,15003.812262563397,5102.234160731376,2896.058620130419,1370.2011297711608
19,40392.66327530873,24867.076677328074,6516.91138967985,3722.46014101947,1913.966412106105
20,20221.237393145926,13452.88049358407,4481.47012743717,2484.022851179744,1211.6691968187265
21,23185.95440485655,14617.58830227808,5161.400882855447,2264.3954697850386,1559.7418108713644
22,37235.11752373417,10784.210270431122,5733.189686196676,1807.3243257160364,1401.6299831481551
23,34679.44577531917,11546.996425380228,5540.085808790721,2688.6213204920787,1748.2282761772663
24,14117.042067352402,8046.1040749229505,2350.763247761354,1438.2807877502419,1335.7035729577958
25,14336.910001551447,5973.271913156799,2396.7037513700525,1243.997241582738,1188.5168245475966
26,16634.22415618654,18241.29031151242,7247.113906568893,3184.9840343994547,1546.11759163939
27,10846.611341069845,6026.550293340636,4122.200672127604,2188.5387267112824,1539.4683710970305
28,11751.508156281512,5907.766600676008,1802.719664032446,1272.8552317738772,701.4228855926964
29,7502.123877684105,2704.3256937896354,1407.5798650568295,813.3514960358441,457.74395080083116
30,6244.500114453827,7693.971676748007,3007.2477768043364,1865.43078605875,1129.5279971840212
31,18606.497264532376,8651.720018943877,4232.966878937294,1500.4026075161719,1059.5339848927392
32,10872.113000210042,10087.695243692246,2538.5247881868554,1050.2067822773904,867.8891833172887
33,9119.546941721463,4968.030039330655,2071.3588899969427,846.6405748183264,557.8280606554824
34,8756.882487439358,4547.700670323014,1452.8724322374442,743.4054137418518,684.2217228239881
35,6359.223006426209,7992.57194055505,1844.5612829333368,1083.5615280610784,736.8510642899608
36,10417.37882861257,4087.9927494907756,3035.7239798288933,849.8028421644985,608.620288624521
37,6962.788309923548,5278.528577416544,1695.297071741167,935.5188613155649,561.6697034129799
38,12797.965196171865,5083.77034318838,967.366830979951,990.1509839447526,1065.0126296738422
39,7415.83178237665,4137.382855356354,2689.939372164764,1307.854567652498,863.1150870340524
40,17494.447895691286,9224.29320712919,3545.3996454456765,1426.4962110472245,973.4108503775382
41,9866.565084551265,4382.575236497875,3364.0218457925066,1262.0596090573351,733.2454859447482
42,15594.880950630513,11326.351263168848,2698.1323098065227,1307.5173242241453,564.3444061170599
43,15742.252331682814,13366.968991467817,3588.94975903513,1143.2876121081108,760.790213845037
44,9992.724692175434,6727.155433618509,2773.059835564738,1071.7228896303748,571.0710128352534
45,6745.563607878089,5894.563815298435,3273.517831029879,1370.3593097594999,662.0652421197196
46,10980.94916644329,4871.618548048018,3921.9077075418513,1448.5719790089113,685.7677993956784
47,10486.895600687345,8054.572346665109,3923.199248921198,1258.4032925144074,762.1781978418695
