,Delta,Theta,Alpha,Beta,Gamma
0,53420.08721965602,21306.82901769648,13237.00254003315,2276.6752077758433,635.7404768250823
1,55717.67841211597,21719.251644784337,8011.099143934225,4237.907395820462,1852.2684987287153
2,17318.76798121874,13571.147942207515,5538.7812984999455,1638.4878607367173,743.8594470212879
3,15165.480959695498,9843.932972668463,4403.929787072529,1813.517653389995,1578.8318681523892
4,53810.75503610905,32768.35739879322,9020.408490535561,5828.973587606134,2794.547843132045
5,57478.95163806211,32403.977046171713,14206.176246593877,6837.570161607852,2362.7395840400486
6,63435.13369035665,23748.755124244104,13012.953490175827,4395.691121048125,1614.5675081837014
7,61229.24389576178,20870.08431427014,7931.941860458745,3487.1640518633685,748.0492901737376
8,54467.5221971323,16273.906431842755,15965.919519958697,7639.205255176874,3249.176735257236
9,53513.48413161936,21667.593706478547,10680.811873705159,4879.988456495128,1562.4863741700199
10,37023.90889079225,16416.024967812176,8753.04577731315,5185.567275740477,1723.750361849723
11,46722.06519291783,26138.62301764895,26638.884227151702,8514.988596346797,2353.7968573072912
12,41012.98359942605,32723.790343377248,12041.072367122304,8824.727894493237,2653.3814811774887
13,40840.66598524485,14399.370543290319,6534.843472164839,1551.337584851883,372.78444821738566
14,29691.369400273827,19121.11657216735,19536.279819614312,9939.878994034314,2665.573606620217
15,63238.85499073413,22186.010167538072,8688.658349757752,4624.502490374368,1553.3373296875743
16,69574.67331323627,22388.925981093304,12248.90850697959,5768.555306425219,3368.6715531794275
17,40563.65933156699,14950.524423931001,14591.851015659564,7237.769681061857,3436.1056374952
18,58203.3893197562,23888.1777819444,10668.149704073185,6154.4370611323875,2688.9327261738727
19,44929.08670640108,35135.15833919587,27441.072866509592,9006.730411016837,3235.452989700561
20,40822.97761393254,15468.777324358682,7298.734810811846,3163.9863108293225,816.23005000375
21,68862.8061482885,22927.66794447705,10225.503163307822,3932.9268966340146,1507.4222413196608
22,45435.662903025164,29590.944178161368,11487.893852815736,5266.2916025087015,1988.410894597962
23,42662.621118880656,14995.44459934173,10046.81796575418,5773.273052239895,3383.1140097141138
24,54001.82729857498,21461.726130011986,11895.647700087145,5786.915491870768,2642.709878912645
25,64151.8380179052,23768.65738076748,9911.427732436088,6024.819294379736,1936.3329486697749
26,62706.68410784024,12087.174114753,14707.548295132485,5311.434127235406,1060.3249246356627
27,49101.07042718296,21237.43326176817,13295.842001729232,5100.89313783564,2876.2062039310426
28,76330.28973819324,30859.539127700362,13439.695851526438,7230.000585116979,2909.97370153427
29,40786.47368596526,16347.791395720822,9910.165269875954,4544.749494109763,1591.6067888109621
30,42622.678820936635,29907.31347421899,10164.933789307384,5094.539913990101,1878.392570012712
31,34326.502556495485,27508.9959201922,8737.810393219263,5421.478204935861,1650.3592820983317
32,64938.49564571645,24042.1915223859,6746.338604811829,2826.759213610721,2242.8571221221946
33,42747.77529323005,25949.125714962633,13225.939387482325,5265.531593596298,2266.304046141702
34,43661.329348073676,9318.618610259286,9525.791756015578,3119.508649715729,1576.8771887808516
35,36708.758592038386,30103.50230976009,14336.380599818638,6484.558924123474,2253.9272680566623
36,30744.95113930659,7960.680431955554,6102.6036153726045,2276.8412087481543,1111.0510362867728
37,50767.44675341254,24769.599113227887,10481.878000633249,6488.531761893147,3466.6905083982856
38,37092.14461901092,29098.077636812537,11253.435932039418,4307.539983893734,3058.3755452638666
39,24400.011861217674,22015.141352339906,10221.594646745438,4629.143351793105,2344.2842757487606
40,37067.29416132345,11138.74809751432,7306.175573561389,7135.407920520318,5727.110387246811
41,53300.71772751548,18510.282295592217,8274.27342819716,3083.7975261360516,1502.7074545491694
42,48461.214519844245,28382.920778747728,8075.188787812379,4224.58197366757,1232.1207806899786
43,33817.647943252756,19995.897625255693,12843.764652986125,3355.9993540390315,1136.7230749863397
44,50639.22005877022,30546.430248074706,21555.5631095863,9603.135509310878,3532.493068127529
45,62325.77976106693,34488.11289939773,18957.854212908765,8057.9239016712745,3185.2572110360675
46,54293.273909126394,42162.33796943705,18574.675255643793,8089.687550035715,4494.213634988064
47,41930.40316622559,14746.978765517091,7624.098496223205,2990.1535742237133,658.3014799060808
