,Delta,Theta,Alpha,Beta,Gamma
0,9125.806778603064,5379.129776413069,1536.0237230259424,1021.9965092523761,926.1740085215084
1,13760.686626610288,3969.3469604856173,2703.6730218389584,1045.2092849408093,762.5152931532365
2,19058.859901125117,15230.779422081814,7542.689669051038,2938.7464515668617,2536.4551375777173
3,26282.36388573444,6593.341401847019,3554.917829908126,1873.67091869311,2542.3825094387507
4,43157.99315130451,8241.481957606746,3222.7145179117642,2025.3241112524472,2272.314526771548
5,16850.13103891419,8446.766415155085,4352.81573522478,1488.1819560180033,1116.6690110208915
6,39087.23856819607,12568.634134804404,4959.052527736291,2689.5277987424806,2483.9255714053625
7,7339.6803751179905,4323.937721840513,1335.407344695648,1633.97938760686,2931.189239009072
8,2214.4636688399914,2105.2675524689807,1274.6967055593325,1706.4818053237595,2536.7150344931724
9,27111.023088590642,16422.126476784953,4781.937133003157,3297.0448202657403,2736.818914185749
10,9478.400299276738,3218.5791028786853,1404.7720797807624,1670.6506675735297,1865.9075175778542
11,22049.98396747347,8937.12330348352,3547.4327373837164,1840.1057333952256,1508.6017966199736
12,57936.80427467486,22719.14910076518,12708.6690920384,3388.3714682843374,1737.8880910404393
13,57780.882400960574,14479.724092953751,7854.259137004721,3021.136248786756,866.2582933164177
14,36890.590516675504,14213.875912102354,10674.532999405217,5169.540552377047,2525.7216904913603
15,59587.927034544875,15651.355789725387,6674.166006541423,3078.4338858319297,1271.651927985724
16,25454.72292372534,17546.854953166327,10933.222666780322,4084.899528214655,1418.3151166779796
17,71004.30058393121,47393.76745295517,14787.921829140087,8281.409296801115,3041.132704388239
18,58690.168617171345,16634.707481735408,10549.770259190329,4526.830168525342,1444.6444415932312
19,46167.22945361373,27911.069814957144,6065.769946065294,4562.265118212714,1522.3727862963708
20,72759.00211608404,34200.92903671807,14111.427651716305,5445.236621904149,2366.5565499347263
21,56490.60055345811,14647.149322357021,9038.366143729165,5984.818097364374,2505.8679857722154
22,59843.087249313125,19857.51117090696,12937.245401509605,6959.4633526233265,2079.154228802394
23,70947.68506980014,35011.43768887283,9582.960287024329,6789.71902648155,2272.8627521342473
24,41645.81840916786,27612.061144619038,5671.015133451243,4457.399055373214,1028.5392645673658
25,4.130799692217527,3.8405493639530457,3.7402166017430347,3.363024174831103,4.204050582263666
26,26412.849992131505,7505.994293288986,2505.5724665506505,1464.9524995435386,941.779116951158
27,72.90460769351824,77.03622548486862,76.04267302233959,72.46600408333569,61.072158042841984
28,46788.30895421932,25178.50175483276,12433.206205312372,5398.621236968419,2360.8486984087062
29,61862.89712362734,18110.93554541744,10859.648401215145,4336.085259097694,1163.8403444295766
30,5.705203127621626,3.2263116731074897,3.648633555888787,3.8008929351426386,4.207046415317795
31,36405.45252523696,16779.559241746083,4923.853167144953,1961.1806612661144,1534.2886847022226
32,38941.338381326124,28874.49325145251,18658.000282288525,7937.947384302831,3730.039244714933
33,71444.65025671254,26442.896534369007,13510.740158649842,4899.470311904837,1515.7934454016472
34,64871.4718000626,22601.368643264082,10375.907859031196,4867.781685576833,1804.6203911765824
35,38285.765589646355,16667.62685296266,10758.251055819288,7251.536272956057,3331.4675769808737
36,56711.25168967224,23861.633344270755,14559.641796899983,6684.896423006184,2477.3919011223325
37,30628.29049524071,21737.118753450104,10895.579976621219,3477.781513853334,1678.1951936205264
38,39648.64875126551,25965.273378964044,12892.962923194176,7022.8367740039985,2565.7277329159433
39,57019.596867129636,22021.715229628706,10284.990699432241,5819.19356910503,2504.3248868090836
40,50392.09018805703,27712.37139200508,10548.895553885657,3772.5912429655837,1563.3472977340127
41,5925.209203517605,5184.915601674649,4944.458809260395,4127.562480304352,2423.793520572219
42,4.705461289902723,5.642494157504916,4.597153583567494,4.771431758292184,4.274979767024151
43,37496.007622241945,25623.27621724267,12208.390921505015,5662.988293196629,1873.0712214082423
44,38198.81608599458,13932.027852956351,8656.807135214936,4046.6072814969198,1846.0532201151364
45,38358.02150166017,13844.337442593252,8702.069751567618,3944.357248240964,1743.5693542028635
46,41159.204588291446,17920.692530941244,8257.61933977695,4455.972967602344,2160.177544380355
47,21714.491179529814,11558.533750060771,5265.721224375855,1070.4531535622218,412.2754415403676
