,Delta,Theta,Alpha,Beta,Gamma
0,54870.727884351516,22206.148237830363,8082.493892000025,4364.6562120212275,2290.4358967729618
1,31162.825652564083,26522.885839727285,15718.462135828007,4998.685801776767,1802.3142903064602
2,3.589514400131877,3.4223542750959197,1.926130282014102,3.0434938561822387,3.980032357920975
3,40437.06275492479,15075.232160582655,6910.698351812003,2610.639122714228,786.77812120324
4,39312.803298152015,13914.125950069325,1719.0899823971606,1846.7493261280247,793.7597537296235
5,46523.31212725405,16706.337171783114,7754.717951413948,3308.336965757821,1752.1519034018572
6,53719.91222752182,25929.691952847454,10229.559999001865,3408.8231211853536,1744.1143374864591
7,64014.47603378924,16588.732413115293,6054.095184093477,2931.3673636110793,1677.1970146120605
8,46632.84551827528,13964.429760006296,10907.43298699649,3703.2363950580284,815.2601185384542
9,46100.71779868554,18627.456843387474,9015.520627489668,3186.0689532122287,1722.6015519510754
10,20593.236921456468,12388.764929741796,3599.031421057257,1573.4586058527852,887.1560123085414
11,6804.4146066876065,4427.616603416536,1773.608315382565,781.0418830657181,563.2394463886843
12,20211.630925994672,8952.699891009142,2020.4880717330275,1206.9372678051104,662.9230136122557
13,15122.727681827053,2757.9452314747427,2392.6629666573026,1143.8884463428635,703.3361563725649
14,41959.65511767369,16657.810620592005,7774.308134448062,3035.336124780253,774.3270685793511
15,48912.133645672984,16745.005727361742,4297.0422738990965,2650.338867119846,858.460376956194
16,41080.14807153095,12058.985606137292,3816.2225634154033,867.5815131076004,469.92923402698796
17,37911.19251415677,14124.241152119816,8471.055991870082,3988.272081000558,1778.5058810605108
18,44707.25694719677,19423.98132359006,15158.735922328144,6763.621610323222,2733.0818492465273
19,4.772227013421467,5.219539827314993,3.0540866046096378,3.673790505292692,4.477809874035307
20,32620.417952464788,27343.196312826683,16922.633962328764,4287.148148807778,1811.8917157619958
21,44283.79418667954,28327.91588744576,21890.61178091792,5166.495937742748,2271.8613502129947
22,33833.997935093044,20115.895936839195,8243.38251937348,3806.476694124979,1032.673812672062
23,29536.18410665002,18519.023176573348,8050.387663345743,4052.9893787649085,1263.9953012609385
24,55113.6148741482,17009.73887583831,10459.833752933206,4173.760419748217,1899.4734005777684
25,45662.89894124773,10812.484319592366,9665.832902799768,3466.5024264445274,1810.9591896214563
26,36268.49957819263,7465.401415497834,4120.680501037411,1378.5121844915332,423.5860245667862
27,56322.15003295132,18378.738217709404,6488.538938035487,1711.761787878461,726.7447878880434
28,21331.205709081525,16244.816183072078,5374.573619816557,2000.3627306969022,885.0618325946003
29,10388.494791974772,5764.598505486027,2604.7950001037493,916.4144929919443,410.12049652960974
30,13342.786361239805,6023.213124087504,1353.7087629969542,881.7888294318873,469.3986569340109
31,18093.573690939465,4735.104419610363,976.457743792154,497.64607580569475,342.4391724245363
32,40237.07966425823,15203.78542096618,8007.118071198597,3885.7066819285333,1516.653030488508
33,33323.249430318014,6214.477748451558,2241.1905424311053,644.5225872069963,528.4688614736058
34,19169.937003413736,4433.080518585005,1622.443266418353,767.4069472641964,522.541025603878
35,22157.35868126392,17889.695553762984,7578.6816758790255,3120.6768297521985,1350.6147630337002
36,27302.887194741023,15429.7048874572,6041.336391048588,2974.9964612203617,1196.0211183455071
37,11722.050494535179,9188.981164846151,6220.02645949737,2687.5906903447185,1212.0246307317932
38,41594.28200823812,20822.84448051684,11083.650370377,3102.4951900743476,1523.7432987818972
39,33176.25029910821,18486.297319131634,7652.523560242982,2884.9887060925707,956.9122389261499
40,38717.318196626424,24283.213158837894,7898.565741044634,2870.082822474397,1440.9654088781726
41,39505.16640715795,20778.440801739267,13220.537263420443,5757.781228590098,1136.9969930165632
42,19213.05446489317,10885.27463206554,6116.486286802099,2768.9273605586964,2087.3187724685604
43,23900.81021671268,10119.992586247492,2866.1342729890684,1566.2077954048368,1371.822863910315
44,58838.01310412938,36646.63894556803,13816.8739592195,6067.401692690122,1480.8743246894055
45,12479.249129227059,5888.774777267581,4533.364524824576,1737.3088934456464,793.0885615271651
46,12422.066463079489,6829.648977182947,2590.3310940510055,952.2198381224131,841.3111250560756
47,3318.645038294969,1008.4331901500265,384.18883230925815,682.5209174689139,921.5204991362023
