,Delta,Theta,Alpha,Beta,Gamma
0,19945.214754480232,3826.909054751569,1747.334853292267,663.726982583246,388.2841375092946
1,46849.51834024537,16925.541344047993,6258.189050505462,1691.1208671757,885.1845232603165
2,35268.66994516289,7119.322809891493,3671.973692190498,1657.315716726704,735.0350141919669
3,37847.446156196645,11779.649347100443,5115.829159279381,1569.8276846342515,850.6005739907179
4,18759.527076373153,13151.843509496444,7097.621551705126,1697.4446568960154,762.8469848307715
5,23117.809501459495,4497.2471458982645,2209.191916455953,758.1772020330419,407.3471616425043
6,19369.88404016725,6536.824763166005,2806.299990303404,1288.4754220294294,768.356607147171
7,31664.894832186663,9315.710568429515,4039.482681186165,1642.0735518961042,578.133886352134
8,67849.91827201025,24174.126580126267,13304.413202235824,5826.097403611824,2323.0906287541793
9,72235.59553390025,27451.36860356931,12947.052595387853,6332.1697422266625,2215.8337342097902
10,64013.67253344849,23534.2567511981,17147.0322701926,5417.398684694255,2041.9221636614498
11,46931.38120558011,10200.30579536135,4925.819105319311,1739.020277546928,867.2733185926584
12,45177.9047143851,15642.582241248463,8178.236445264003,3466.5786339857486,1594.7820806455566
13,43500.67722153143,26458.45695563276,10603.378808157238,4661.46242348567,2367.150987724786
14,24723.27974967765,6273.176173331174,2080.4920317300607,830.0008697034978,473.38533535069354
15,11914.527489855082,6675.692953352529,2428.760326235831,1041.011560361955,671.5814356893194
16,19885.14326261553,4740.067620402948,2055.071793876305,672.9010412984557,390.1963275729301
17,11596.919392759477,4951.43032140336,1088.417609261187,664.2541589615622,313.4420731482724
18,13967.387798142843,3230.65913002917,2887.7157995055763,1135.4408707303426,521.0990838802676
19,15516.123205800943,5176.891960489174,2480.1870087662546,1677.0556029875065,771.026366023398
20,29980.12793042815,8999.20359398885,5420.382487790279,2645.420650669105,1205.4949757278857
21,8200.039769734023,5738.544994786312,1968.642565535399,834.0799647040807,526.1795132077534
22,20778.097835038712,6476.882420910922,1787.7142879523653,814.3628610941637,291.0600378392816
23,39561.35848959074,8502.73220011737,3566.8286456852356,1555.3308564081624,538.6750357902106
24,35633.17435624694,15650.828164819522,7243.950624082145,2395.521622908533,1086.4264779317614
25,32780.362593675134,10803.465703321399,5288.606774074656,3629.2426373054286,1461.054031873354
26,27815.639890850376,10775.22440711006,2200.863100734162,1195.1418945600974,471.5272297106271
27,7160.9063930284065,2426.9638015583446,1119.3996223505744,515.0858833707472,273.94518042364695
28,2883.713367626457,2148.0440904013603,1059.7226278751798,575.0524702222771,280.72328436718595
29,2405.7879768328257,1551.181211207747,901.7367613231593,651.7452614654109,293.73033495422015
30,7199.695211964441,2561.9540498091574,810.2845102538919,460.71534144418325,305.9139099503382
31,19363.75160577946,6596.800033652042,1771.4794867826554,603.1630781935902,381.90315977263793
32,28293.171560399216,6758.279228751956,4426.531272872975,1862.8490233032235,1002.9918643173102
33,23873.535312608918,6916.542397397122,3524.506205018714,1342.0453387060004,518.8026762611436
34,8395.661076520693,4311.951250210472,1668.2100676112077,554.1706158113574,313.8741243920648
35,17758.189283196654,10086.388770890095,5813.186272485061,3962.759776495951,2328.1295692201734
36,40415.811527297934,12398.497972235082,5223.35332771958,2526.734877888592,1376.4116938235422
37,41128.73867732404,13949.738616216164,6587.91605845685,3270.313787370837,1906.1191619420556
38,5272.738704575976,2175.2986969014,595.135254535646,641.9720830766219,262.9755440409626
39,25071.996706545193,8589.372503873308,3892.6488410527354,1340.3385790091306,804.1975948386511
40,8938.185668965309,4395.968338734676,2304.6278888398037,1029.7959429622852,692.2109669856534
41,18353.833755351192,5113.811050707123,1011.0698496873471,647.3533213844562,447.01866731721594
42,9884.660115750386,4123.129106302705,1858.2207644693517,834.3800382659085,429.085409255236
43,11008.22062124893,3602.181899332615,2158.239941672493,902.092512435203,437.7935348890172
44,6887.737243131892,5337.390702466373,2873.6748207378473,1442.4365995111684,702.064681748974
45,5927.9360639337265,2199.3178052299827,1300.3424218371215,489.3195190461264,277.1645339199483
46,8423.389013114733,3773.916646666623,2483.2931836512134,1115.42349076593,601.9204200209246
47,8976.381474637428,4346.071369200455,1421.1198913535939,498.4772115337426,236.0548610159642
