,Delta,Theta,Alpha,Beta,Gamma
0,23975.251459896226,4313.060956774191,2026.817330767099,947.240942872761,619.9313388596664
1,29574.340954493546,7639.172496073628,3245.7453153959486,1174.0610687431952,493.31012626908324
2,53059.35123864756,13641.542495725595,10021.924637937553,4309.978489163581,1943.11511259182
3,25396.49679672628,9882.984813719206,4884.000198199037,2304.6779955340353,1978.7670305906354
4,39664.703144986735,17721.728966452454,11268.093234022315,4262.70132971683,1955.665207049773
5,56094.505326888204,29932.965392021564,12999.318996214344,4608.044135148781,1476.2997227669046
6,62804.92274154347,31542.388881612405,14847.79365468327,5448.905154851586,2986.9200514675963
7,68347.05024694925,23377.50932077608,13158.851362165975,6277.6778681908445,1701.5087732419447
8,29106.84262698144,9092.642451147361,4686.506594818078,2835.827682042421,1456.9116754727743
9,52211.27266329614,47469.38405188398,18728.58195075969,7991.766846618863,3022.9968503812393
10,39238.69941620487,19695.066193036342,8831.747116941542,5206.664998978903,2873.4261665720474
11,61952.57099198246,29114.556809303198,14263.024170558576,6421.090988852076,2540.8465433424512
12,34885.87716376654,27754.792056419836,6366.111370674759,4177.098725130206,1549.7774156147068
13,26362.75335058631,10312.985350644769,6499.429397699477,3517.0704533224703,1601.6620077055188
14,37925.4529829628,10765.721087505812,7398.935849091462,1550.9329350689823,792.6624907035379
15,54917.25264755292,9487.312410649314,6701.85570714572,2170.3452648488615,561.042890556234
16,31791.3280085742,13454.797164865031,7705.08330354103,3317.5672300003303,1726.2979513180023
17,57063.83915907146,16938.49733759894,8343.5073482874,4237.439499520848,1580.2401820389703
18,36088.1222131579,21592.999207831253,6674.560668430589,3267.8319408597577,1045.1280342332418
19,39500.95030675006,12449.646870382041,4484.529143633505,1234.2499439199685,710.4018304635403
20,58827.53904521873,22900.14176928424,11549.011078461996,5924.255699493272,2665.140208856605
21,63178.826795686255,39999.167759436146,12577.766736507128,6192.370857841005,2464.0002060262404
22,33484.189774348066,11416.19477742805,8568.766972389774,3582.407168910975,1415.4454236755732
23,41248.16391024009,14628.437644790414,7223.656199151238,2047.472149592959,369.49432471797047
24,24673.36804087714,9622.519055659346,5433.456522627889,1908.3814237629385,700.0264247833333
25,33547.92680622974,23397.892768055528,4008.4665305574067,1520.4701008039565,802.850512548613
26,58399.358336827216,27752.279572790554,13769.776259164099,4782.745144415031,2474.7074163033094
27,45002.175727953894,13372.64590192371,5114.576184101588,1414.7637673658967,564.9345774225692
28,19568.392149520325,23907.885050649977,7131.488932771402,2431.401466644097,1405.7481272286964
29,30538.688982606982,7908.586752879331,4384.512829201727,1898.6326804590346,1029.416737830234
30,26162.4522765374,15241.386448633577,4344.951149700336,1408.51984717403,622.1796849767313
31,17457.793434348896,5869.0673584345095,2247.1443009191876,1164.394077618601,620.354176869106
32,42431.540034518024,23923.211290243544,7373.233786351663,3468.897797932818,783.1660221049807
33,55632.03452486396,29019.60830178063,9340.696475857118,4821.438753290808,1977.8167714154279
34,22949.495178960377,13140.316724631783,5658.574403247179,2236.1265460891877,1868.4548495516044
35,14626.182934049106,2702.6323307780617,1921.0253743666028,1747.0491810702051,1706.6162315507001
36,13526.2791283774,7880.512472515424,1735.5173447038883,1404.8061638029515,1306.5798360269978
37,11525.165963059464,8674.985433383556,4114.122157165252,2345.446204578373,1530.2017656573626
38,18951.046186457614,8762.96501084331,2052.462065547795,1214.3424420382876,1079.2039876133913
39,30451.047198986842,12600.050508859662,3735.9200990128984,1815.3748829942288,1178.2796654713177
40,20757.86127016548,11848.982526464239,4656.018020384745,2441.901307492562,1227.7695796039018
41,45159.622104726644,23776.2841040616,13129.40419988306,5825.409100843667,3369.3223697171384
42,47771.81278955593,16583.13660474951,8227.362099885378,3076.2745606042085,1205.1808762650385
43,45764.571782257524,14331.062507228966,5111.093015178705,701.4487887108112,813.1691286082889
44,15568.605723870976,8751.859648708025,2218.282133824464,2605.003578272391,1128.1690920636793
45,5854.858834173334,3297.40810356302,2185.1146126735284,887.797195319602,462.2927997577221
46,7287.7056365603985,1168.0177977828478,1052.1623723420819,616.9480625027182,549.0136149278305
47,5628.450071662322,2860.907712575019,1094.6027014333652,569.9511342513848,396.9496775442489
