,Delta,Theta,Alpha,Beta,Gamma
0,6878.100375715792,3700.6206658959477,1435.7453269580362,787.7231692966099,438.0680595899077
1,7843.030790847439,5540.576779955768,2786.922299322652,856.5917799755713,453.9147551509192
2,7266.105920030999,3001.4960872852403,2354.733702698864,897.3757846803999,385.7898694050461
3,3734.252811389517,3646.9391935651424,2926.5049383275345,734.3163295419695,355.22425123629387
4,7876.295194377862,3597.996083189748,1329.1493486833886,825.3903346122332,414.11313254377393
5,4664.853095193058,1900.1270721426558,2143.524711420258,705.1265070453655,346.99795050707365
6,5516.774426779808,2511.843298468526,2004.2041377165074,732.8749730861856,340.28300127174464
7,11729.746737632386,6140.859278593725,2400.4972760048777,796.4307050442916,355.49919107784376
8,7390.01524123247,4546.328002190261,1002.025652560413,1216.5080442281046,462.24642713724705
9,45625.70171108587,15789.86038301764,5320.452660138427,3077.9713768954207,2116.894910964609
10,49175.0779854058,28105.596446444913,9947.380702391074,6862.214168862893,1883.5061781016086
11,54917.02685240058,42459.15734392395,15315.626231385959,6513.577770113526,2710.45949471187
12,50429.022108674835,34287.94941719231,17484.531278774873,6500.380508437304,2688.2791516657735
13,59752.961432347314,30453.150546637957,22263.40105086186,5727.234071943243,3564.220387809271
14,42014.73662824694,16627.606445782283,9267.223025746576,6295.276120581242,2326.268682414633
15,57970.03684414413,29495.262764869884,12674.47502050939,6336.731770697258,2370.251987940229
16,50819.00385854927,11584.009167921824,17208.94473904546,7966.828216246291,2991.9156080520115
17,50571.347750021785,9795.812994068283,17392.464822962855,6245.841063492934,2469.2441412273347
18,46695.37002847125,33029.99796329788,8896.762659356937,6621.083324704948,2634.928257465635
19,31534.646552744805,22928.62743126481,9376.819002454173,3443.9112048472693,1756.1154889486327
20,32263.79702003633,14492.047346533516,5178.824755573818,2775.1286850236497,1769.1860497870114
21,49781.08833097019,22387.793714558033,12002.58511573054,3527.9459097683853,820.7294303348526
22,43017.760388987306,13589.200750844506,10907.479681290026,3809.7195460978255,1350.1101864501263
23,42976.54502989165,20817.247427723585,11748.359039467245,4659.052405089841,2469.323183627395
24,41199.28140141754,15982.55901411329,6987.706026965701,3012.5436143526035,1615.089864742956
25,40561.63941855078,8588.435491815271,4084.3575928607265,1840.683182416244,821.6284726268665
26,10432.014269750127,5739.411560764949,2679.6949322941814,1280.3501656634478,650.4129321428778
27,11646.795378361843,3625.1400943040944,2678.031841152745,1043.636933159415,591.1404176834432
28,6630.898133027249,3773.986748336205,2398.5340261291794,1116.4625245643892,641.4709844738711
29,6678.085292188234,3854.601675996223,729.2302513321877,1013.8110279971185,495.62102200304486
