,Delta,Theta,Alpha,Beta,Gamma
0,12428.05059313179,3248.899609982999,2032.8023508610713,835.6149524759305,763.8656294010946
1,59812.59404915215,22174.681805252363,8089.655311633751,4682.714489822275,1635.604482425818
2,52785.18100506133,27313.406537683095,12852.349571788936,6677.607023778317,2427.045440696428
3,50064.31982216263,20250.533561586446,16187.481351385868,5882.654859667623,3473.559269178419
4,17518.317306750258,9466.172244493748,3368.450778932357,1242.7710379303694,1286.716488515307
5,10569.063809744945,4116.503982171535,3491.7914845478313,1599.8491107012767,1174.862596738415
6,43550.40022261731,24497.488345368536,14229.890844120848,6439.564740260108,3325.4516355892792
7,68487.81552917499,19476.2240757736,12430.782960364295,5129.451290126427,1677.4000171303694
8,38140.15255734192,47701.20681223022,27132.45509100038,10993.895769718101,2873.5616771301566
9,57271.76193902536,23453.932092554798,14073.29355464166,8360.608160674068,2812.213516501789
10,63682.466407467335,22363.09396401117,19329.028753593535,8807.862459947428,4313.4809506511265
11,58970.80005907142,41863.2821568744,23101.067272217137,9297.92251715675,3659.281096246576
12,51050.404235175854,42883.82593586055,23462.208746493663,11126.435574585354,3821.9959949529293
13,40106.47890467948,27111.440419756585,14185.821857768071,7289.04810431319,3049.59914836879
14,37178.73607044577,21209.08624302373,15040.90741755434,7074.04451596882,2852.394156499848
15,58886.633285847485,20050.48671918986,17068.917273180967,6254.301665292334,2370.413428873092
16,44206.86982475275,21925.363809332688,13725.235377887268,4926.793087673651,1652.7997062394813
17,19799.324183365512,6429.886545675574,2685.6196190222677,1538.7711075256793,319.69269900075534
18,19989.376609962623,7729.485775260877,3671.3418499397676,1212.488682951075,528.5714645822134
19,10436.929553537555,4456.914560978559,3205.5154824864353,1093.6665950861939,250.92400520057734
20,46692.2532174988,14807.084152000421,9624.369023677751,4826.437201031364,1451.007172220588
21,16499.216554469032,7215.508358563311,4773.434469161953,2286.571930666396,892.0120483984713
22,20558.203678273385,7370.5879550545405,5496.9300948386135,2180.452752162512,1344.962703324108
23,17269.875418858945,10161.388557570477,4933.8219600515495,2601.028154407986,1304.0031732055013
24,32079.789409635505,13333.38138614609,5002.943983342056,1097.1660394056996,486.1106947550751
25,32866.45673461952,15401.892774840655,2703.283386183261,1621.9775990746018,662.5133805948591
26,12406.904976400114,8475.495717023023,2962.106095142609,1702.9217938474997,827.5934530986256
27,8729.51440340519,5567.6819195242615,3177.1709059896716,1050.1265135619117,471.47810393804025
28,24565.349852293028,11628.029331945105,4249.4083708630005,2191.372793240489,1101.1282061407117
29,11467.991769430771,5025.305336983361,4023.962444033549,2034.4285418490563,786.6829606318695
30,8362.078662864624,5085.228618339289,2653.0245157645936,1653.9878447903682,420.9976105751142
31,8606.638106778395,4887.92996475071,1475.5777166570192,961.8478474786176,370.15472667974996
32,5977.890369462129,3337.4434209007773,896.9559041992534,1147.4733841823747,364.8185770346569
33,6426.322288067153,3182.7824675169336,619.6916920677522,1093.2863112601483,329.20695827079663
34,54476.04292030479,20254.162342408054,11129.585465897011,5441.307055387948,2061.050097692049
35,20722.6390669128,13479.240733381257,5116.949292256655,3373.580198390233,1546.156183239596
36,23954.936029887347,6384.1186573818595,5914.304801401279,2250.7080616630124,891.3392746259785
37,12120.723926515231,5812.805162602971,5110.42390303821,2060.9052191473634,546.1854948334958
38,22338.817301385025,9693.334060471363,2877.968027292754,1314.491938814873,593.0911995301116
39,29530.025275394204,6206.384503454269,3508.8623878299686,1321.7398786894466,1109.8508485483546
40,13273.096987031797,7190.47909278324,4227.534048528306,1611.2425592512795,1073.5641945382824
41,10222.075724667493,5400.872732416696,2422.8619169318417,1279.0620997442472,519.1948550620076
42,14903.395200686093,11191.759001618988,2701.570329556877,1835.693046420555,771.9706223247716
43,10914.487151251138,4754.481638167998,1247.8638900836502,927.4287860062118,447.4254637892487
44,16589.89313874461,8411.905410284096,4296.97229729317,1330.2886649134125,660.5809475936016
45,30131.03917938858,6783.116085684049,4702.918350530937,2751.920277384917,1136.6949823986415
46,6959.655889696231,3132.775541968375,2556.0283726466014,1034.5534254235188,369.0357143133744
