,Delta,Theta,Alpha,Beta,Gamma
0,6871.747514090998,3232.7693572989438,896.6901727774342,478.0478034381409,376.57322063236927
1,7306.703838794876,2772.137902557896,1164.010681022621,649.9810780586482,408.2862332295862
2,11688.192638032435,3918.8202690004455,1339.2518921676112,651.1156215422079,350.09290864910713
3,8871.351386558428,3577.1710839198176,2002.1236525841953,628.8871706623338,298.9854703062083
4,26896.8005063433,10436.346252801133,4811.728872992251,2070.3416066571535,1122.0547382646
5,27212.00433039211,5419.955718217597,2499.835129127332,1762.4538963404063,538.7418020229794
6,30337.099457272834,10241.2659410235,6091.56061052105,2414.5727758534417,1254.1973366952795
7,37914.81512438368,12900.67944093405,8360.2412911353,3039.677653349656,1619.4883290184034
8,42686.669442734645,19315.977858195525,10190.725176155172,4072.3410139062003,1546.942485786008
9,44469.61865117455,15874.152585287371,7796.740110365217,1770.1603818239937,658.5640080780771
10,20801.942740723967,8505.127762815295,1761.6422404425527,1292.0538977535634,617.6181805612534
11,43013.768580962445,8510.842874608743,5551.503972928493,1592.0382602450302,680.5308119041293
12,32869.14126943164,23500.34415782222,8226.76434349508,3676.6742510744384,1644.1084310075637
13,48864.7315928561,38528.10601402838,11894.086545193382,2433.6987995582713,654.8171004280719
14,28832.855006504615,13732.138198149203,4050.0981972513737,2283.4205498198266,1314.6158928755824
15,45758.43855062233,16110.462957033675,5960.469225945221,3083.282156576556,1491.156711634268
16,24233.916663703607,3513.809702509894,2466.385895013967,1004.2790549055297,420.9329799423844
17,23810.10349403409,8688.838648860745,2368.755996782101,1099.6545751394242,455.8802227454167
18,23329.918977926474,5392.964360022204,2874.125457600161,901.5258811869085,496.57469688248045
19,7529.467769787601,5078.144424831709,1254.4416412130088,1249.2873160812649,577.843190294412
20,3695.3205300680283,1902.5584273363045,1035.986409641107,623.9919083286395,283.83190717116304
21,14338.833328980203,3802.403044855622,1945.1772625338763,1014.1934488513953,457.53632538225236
22,10313.582387579403,2727.3456971021324,2332.9091042505765,826.2978484889276,471.64465266816217
23,26048.397828109082,7873.320623467294,3101.1651960500412,1122.2323369020364,701.4331054741558
24,9847.129136583839,3042.7315346505925,1983.1857075410528,822.8127964308434,392.00143339035606
25,27407.699912626304,13102.412107790828,4731.549509246842,1976.827284046761,717.752845482406
26,21728.42587198864,8720.90752904009,4416.437770958287,2261.9661561427074,1092.8773921415418
27,15540.095835161188,4473.783160506987,1413.4135836132427,740.2059942707169,363.62611383208645
28,1285.360244727448,1559.5433255481742,785.4227475401884,421.80522776891684,229.20041207820793
29,2747.400048862347,2437.257090642594,1180.0996838269555,499.4581571132609,350.6825980992975
