,Delta,Theta,Alpha,Beta,Gamma
0,44540.032723483295,17962.178907649482,11417.219265352465,5032.5620577062855,1787.2132553142092
1,47118.1721438239,40405.96378792482,12023.485984031471,7239.972565468041,2901.389046281659
2,41949.66620768735,14007.127232441211,6695.336964899007,1828.0080629584263,1155.5617191244523
3,41194.186401176645,15629.691222294789,8084.125719042439,3799.9060658277426,1525.4408055559445
4,41774.777519962794,28397.750498265254,22984.051364617866,11574.041869880159,3155.4602052767455
5,60090.46910331518,15952.888307124216,10411.243161244012,3776.7195781123914,1492.456893007669
6,29261.887736349476,20409.708620595255,8616.424584526474,5531.357687159222,1476.9166382072674
7,40865.88211086832,14200.520594857617,6255.791713956193,1343.8396939427719,333.6958454237071
8,57497.60330011361,18138.894977777025,7711.080465366057,2403.6803735108165,1066.887463447351
9,58961.298271241765,19846.60636254114,15416.666094605704,6451.647015504291,2015.8630841705951
10,51549.60164867058,28982.708681840042,9281.822041925223,6725.5502143640615,2158.526062526463
11,35178.37198489905,22464.244110833202,10809.890026178884,2924.2206726483614,742.4280944428335
12,37054.795989002785,17744.83026700903,7742.348826347652,4068.0239319543293,1820.6113597775682
13,1651.7735050972776,1404.8618951881754,1273.9230924723988,813.5419910006071,261.66228941038025
14,44597.634047716834,22369.37739370258,10203.799315099584,4427.929193228617,2046.5718349899537
15,28415.36868240678,9265.48851291988,6260.758483039854,2380.8898423673654,600.6960867535958
16,41283.25649919333,15399.081570415974,8184.513602211022,3626.142817758091,1403.6788800425222
17,46609.36667244183,32059.439356898765,14049.769929822727,7183.3217903924215,3723.594593307715
18,46117.44326504115,37314.550484710955,15297.428312959153,6826.016665623832,4600.720857263338
19,49766.84436030022,24726.697486750447,11606.03192072262,5091.657384009021,1784.0104924929917
20,54216.21679652465,32632.182762769826,19971.068438862323,8695.562421433406,3138.2950136520626
21,68137.60954754334,16456.02966577689,19439.471202474233,6825.800921763601,3134.1986629681755
22,67000.33527223152,20115.267626488967,9813.397156335732,3858.6490003499316,1579.1031527838384
23,55817.358428172935,13859.175004719576,11507.895390471738,2149.3906438289378,521.4224975153012
24,55034.86415758797,12863.600304850028,6031.96511548988,1404.3280658049614,551.5832652902133
25,46673.9270525497,9471.69721421306,4605.256310108076,2048.545894291356,1063.6464703201334
26,33196.93634256304,9918.199047469754,3706.07662761241,1508.8309531332518,717.4391099481376
27,27142.81535868613,8151.617193624239,2936.8018885790652,812.5942939597898,298.292801942538
28,29199.171314458363,5464.2371286690595,1941.3624601712115,993.1561853189885,282.38752388695775
29,34011.5426977718,8770.089828841064,3819.872436884558,1945.7803737012957,1058.3551625374776
30,34442.18000033759,15472.59905384417,3639.6846137462644,1483.583719790865,424.5538325961187
31,34538.04137761744,20985.43312494121,10571.604418271785,5202.28821052096,2539.9654190591273
32,25829.251430032236,8581.199839148177,4237.270180133003,2235.266047922583,1094.877837450897
33,23916.082418195503,11710.293075809419,6434.480330998234,3103.3034189924065,1627.045318283054
34,7836.203133047379,4963.315268750944,2454.3598784537908,849.5821906658109,407.65865223491903
35,28702.85392141678,9562.814144286356,5914.854272211734,3073.2607149340115,1572.0567058815604
36,52991.80214669162,10399.351287664325,3525.1028683124946,1223.1541998177472,379.26466438095815
37,29137.18688538642,10828.579836935392,3377.994423774276,1587.2813157971077,773.1232920285303
38,53500.979322567124,28522.97930989449,10695.516272637382,5004.409432052338,1692.7384358431466
39,3409.234173983108,2035.1692684329664,1557.859353396444,1232.2267556827703,342.82343753148433
40,11117.12156943663,5071.21135177228,1686.6742755990992,592.5928857525845,236.034875221866
41,1771.1724437502176,1615.792148792143,918.0441428460663,241.56944646786505,160.06878973437463
42,41257.30797791985,15048.4704845024,7656.932310078533,2883.506967625645,459.1003677303465
43,29420.548419815845,13587.154695685324,3083.7788556266755,1343.4902648486125,774.0637889685412
44,46282.510058874184,15802.446378341989,6676.562591239407,3392.0456491560485,1491.2941106640496
45,34501.01168187911,19722.579689606493,6943.003293487178,2073.008102464263,1135.0587953591978
46,42530.21654138123,22671.528948163876,5616.74164139102,4058.175875138588,1647.79333676188
47,20113.40418026067,7566.395383231195,4062.594007080091,1386.9450028947629,485.5717731022095
