,Delta,Theta,Alpha,Beta,Gamma
0,48716.37518575956,11455.168744297287,4464.35900419386,1156.5023997727874,449.1068624343403
1,54057.391761660656,17194.859976680462,6012.857864900394,2938.2872319629123,1272.3156885564113
2,41643.22459095972,17431.929692434085,4991.080999178012,2566.1453331787066,1885.2006724687842
3,36893.44987150257,10721.621935781466,2199.1896097284525,1411.87701121526,1469.408921919044
4,19351.553777597634,10470.991942269677,4223.15267428174,1013.6241053106905,1426.890543291334
5,24021.053686082472,21931.766454457,14620.209306142064,2883.1616229616734,1381.9309338569008
6,37884.316918318065,18455.25912628889,8455.095721565009,4259.7612257975525,1905.158718274897
7,27920.79618518433,17911.614298879987,10681.5971830233,1984.3505000766327,437.2615603034926
8,17765.410066428598,5556.228783535595,2431.3500532012745,1178.6800853680304,1023.9364625039568
9,14870.890158634504,4040.9304023862546,2022.7905685641788,1351.1336733895023,919.182203230869
10,16917.750804385938,6074.282810661681,4259.120662971241,1413.343764417513,889.9036348154249
11,10219.434526211802,6788.131455725726,3226.993358870635,1557.06443467888,1036.7714147095724
12,13864.342379458882,3271.7764822158633,2490.09328746377,1132.2710531657397,677.1614584426436
13,21155.140200690897,4905.497673994285,4117.441392211576,1244.2548573167173,897.3037625203726
14,22407.34951432211,6329.330861338215,4408.468557996285,1732.4761978586707,861.2993983900603
15,62187.4581855371,23988.011185539373,11346.408053804471,6077.5295312713115,2641.2828865781257
16,43484.95215005423,29589.335023344836,15979.730899553406,5986.265396576731,2523.5910389374158
17,65565.60502335097,29190.744330501864,15711.769996865585,6797.90830613747,2026.11718251043
18,56529.53193117214,25825.7756187948,10863.597103229316,6020.529401171261,2289.367550505936
19,37115.57040335808,12884.60410664247,10081.225547178123,4160.45085138185,1710.5115051878774
20,51426.87001717115,34995.13069588238,16420.922658207266,6864.1765172260475,3069.7340638308715
21,56827.541156951374,17615.36130580363,8132.386564564377,5011.461699912925,2652.1676011609024
22,70716.36214117719,23330.517045639215,16272.947695117797,6397.307062197235,2501.1675421144996
23,38682.25583983219,20625.8897292428,5826.537494206144,3546.1262849444747,1083.3724613896109
24,57525.80615716468,15433.374437757206,8410.729340264417,4756.412110464819,2117.470742769651
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,40640.7983569295,16253.45801720839,10544.379172822017,3612.27115860846,1326.27997545071
28,28366.996406974107,20043.41102488748,10022.936937767536,2498.924085787512,1483.159763036478
29,37493.94963618681,19767.135432147825,10102.471967015686,5382.759682613876,2567.2522410568477
30,34309.695538120955,15529.191181433871,14571.356353820112,6564.502952688529,1855.144559254985
31,26450.453626118695,14947.539704103827,10654.709785404295,5575.956484266144,1404.0473798556045
32,26885.21561513371,23400.660563263424,14510.774968693522,5697.854178719669,1508.7202451256987
33,64152.53480991916,26463.45696467597,9052.596812721815,5795.872077933772,1236.1485948232603
34,43741.04844248353,27298.014888855985,15445.463076798851,5141.36784668885,1578.6971210196953
35,9398.285212419547,4776.284269763897,7719.631696549239,4246.538673090082,1395.2320804071844
36,44178.868936652616,20451.52967917714,10973.043828981092,3873.245938674032,1856.5812618393923
37,33524.62841677614,7827.891654978203,4078.2994719135468,2794.9994675275857,1577.1834938946433
38,36805.014713581586,28622.66025746617,17362.004759102427,4078.7479589842596,1618.4813304902605
39,51538.57888585338,30425.728739193346,10567.280768479119,5021.87823642216,1798.7166679443014
40,56807.6828057967,16904.97659566537,8349.620173899202,4023.7823035266474,928.7629717621488
41,47518.26848788735,30142.13507499805,29040.998426405764,9659.38099889677,4008.245201887711
42,40743.58086491929,18880.951807055313,6942.485159319278,3910.1851000217935,1424.1145949132915
43,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0
