,Delta,Theta,Alpha,Beta,Gamma
0,1939.5853713932308,912.0792341391609,808.4796127964258,334.68305613255467,218.42882638768597
1,1758.0774627126718,920.475846809613,564.2450237823375,365.58283608726043,223.21375987629233
2,8076.337571432519,2787.68074300644,757.1930678958543,558.8490358878295,250.31143656565595
3,48058.98709120397,12503.740354856138,6868.617224411757,2916.568987259235,1211.6482240962418
4,39670.81590782099,25008.97349441851,9249.786257384152,4028.7555482740877,1998.651109437839
5,30714.488644393703,15598.774688104262,8626.206100100153,3845.819136527449,1852.9304709989296
6,47580.20167001328,17096.1476610267,8799.991006996655,3710.085200517316,1524.1885855544722
7,16298.526800027536,6579.241805091158,2723.159159649406,1439.1128369255514,938.7088990770195
8,23209.622360447156,8274.06088179268,4661.991306603709,2246.0487279538443,2104.290568599282
9,44753.36710800686,18943.189426372843,8234.062762056252,4357.540330710508,1796.089863697325
10,40880.74160589423,19007.17377302824,8923.376052236013,5293.194368673186,2562.788317157925
11,39775.22877559953,16222.622085628329,10832.157437134863,4898.477524422677,2398.5987526685103
12,41396.17627916801,15362.250001496093,8210.423544663294,3856.3435163658855,1557.7855507401416
13,29394.24903143142,28937.71352722274,12209.505185383383,6587.215524041744,2411.065017344325
14,45841.47271846769,34357.77850520198,11596.723643302461,7138.248847074064,1845.7306918476204
15,43492.47945956537,18097.021563594666,13473.941933201626,8085.055786409845,2302.1347625804565
16,45661.66026787022,22430.91122725601,16609.348257765472,5443.675786814337,1494.2948034465
17,3.5924114601238024,1.3632971050230231,4.4062518759614155,3.830823247108705,3.3319523063295393
18,3.1801626937566287,2.0929030486857627,3.2715463079798788,3.0010131777419433,3.0993383238818617
19,5.640528131737563,4.438654691150941,3.6182369191171886,5.1676928219324125,4.660712175542654
20,53671.440831471395,16080.878559446577,10412.27095065499,3948.6231881725666,1594.7491376214205
21,49714.829437432636,36317.61307764886,20117.696937448152,5611.53760394785,1367.4029908199561
22,46063.73798929268,30929.841401768055,8678.311012786104,3245.481440114802,1560.8034038901355
23,40225.066893608346,19877.03980379969,14518.609964394043,3026.0151641942375,1909.4077650771137
24,41406.250278375664,40750.874170165145,16231.896465684473,5454.875049499249,1435.8306642543803
25,51858.397853385075,41947.93153514233,14105.408103749924,6443.697635859838,2031.429497393855
26,64595.44148894821,28339.061883443974,9251.468076802052,6453.2339657092125,3573.0273629951253
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,2946.438631582639,1856.8216039970316,1690.3998279106606,878.1868938173183,571.1713468055129
35,0.0,0.0,0.0,0.0,0.0
36,993.9409501641021,865.0911144486968,819.4669752943577,681.56316297754,432.0609229277973
37,4057.6071199220323,2153.538407190636,3594.700105797445,1763.0855488991315,750.4961618357439
38,7891.1623228124445,6975.217287343992,4606.419123881074,2045.5312716596998,974.2211660020652
39,10161.55339389644,5166.804590584432,6192.024389559588,2630.709972134365,959.5767166833003
40,11991.950984528772,8098.219698722148,5689.997832462725,2687.8507605999607,910.6466443064094
41,13782.112177982213,4161.872541655533,9379.673937487592,2642.9377239072655,864.500625378947
42,18130.305020575684,6539.9402507575505,11734.695969850143,1730.875868166113,744.1115097248597
43,29517.720117918965,12947.162135272332,6541.190895491724,2647.7568914582844,1133.6193065838302
44,28757.79344052686,11420.834180748072,7246.74671288199,6234.805352951118,3849.1057438666357
45,17387.230463928518,6238.866108088714,5390.692786331856,2166.8437114010944,766.4714879571904
46,12704.829046314295,6551.604612954913,5581.8866841208555,2217.937850193769,965.3687959565806
47,6144.973980139463,2113.102552656166,2790.7916385354356,1804.246892508791,557.5168689569093
