,Delta,Theta,Alpha,Beta,Gamma
0,6869.973861618683,2990.8866832500917,2517.1553655449584,1681.5048645114664,480.6093287749298
1,41435.17660866109,27172.02262015749,7195.716105766066,4538.971690814878,1720.4089041948807
2,5.34600636051235,5.0904410373569995,4.462008283020293,4.432488062728906,4.92367435380947
3,18406.129733652826,11473.537818486018,3707.5893990523377,2153.3181658177214,1098.995823230116
4,15801.072052544441,4503.702614558208,2282.6242220212457,1271.1946435852742,690.0349324291882
5,33791.13819325895,3426.9619813761587,1907.2581098226062,1078.9315635245848,1118.8834404809616
6,26015.264464340537,6873.228403038583,3895.334604326012,1312.5570051975672,1180.3912616176717
7,10649.931283608525,2192.54006422516,2044.9003235738014,1006.9144485924645,1047.9885435634885
8,10447.759070621953,4427.794707388539,2738.7961162194433,833.0252991500718,939.1245506009624
9,5523.621102589724,4197.67189904232,2255.26758317047,869.4134390901208,881.7855959709001
10,19302.800224558752,2664.3348426515136,2580.2858115709723,1179.0375980618444,869.6806119523449
11,9639.535868780396,5075.22012772094,1775.5101321327154,1397.3530220292141,1074.0347839535546
12,25859.215119904187,4741.979413710709,4420.450363873635,1359.79300410025,622.6815388081959
13,36720.74919560621,12659.383261572666,8134.916594657288,3680.4530082067563,1973.0912455628368
14,36148.624301321106,12363.983892802222,4352.703816980751,2216.8542596476977,1068.3856138116043
15,30334.574548773588,9364.471128057776,3626.863873072729,1100.0725461282282,739.2092602779999
16,38057.70727242989,16393.433101183065,9168.674110048978,4215.387843243411,1800.4353303721696
17,43065.008206287006,16119.447318846404,9772.554956359725,2827.5796270523533,641.8675495118403
18,47690.67505735238,27525.390571708587,22737.321708546086,8939.30103678062,3299.5764994263977
19,4.179002869746876,5.1363197405619445,1.6877278424362934,3.690404364836585,3.26375264577797
20,55478.97682709344,21189.79732647961,12213.63801716328,3601.3602873688683,1462.3368071452069
21,33841.64877062168,32024.833662872297,17524.497079982957,6209.221395319453,1152.4834022350185
22,56166.978321350754,34303.04425339853,19792.653185868134,6997.417028993238,2669.36025559392
23,38904.12732757816,18454.366040969577,3890.483398869643,2191.425514468647,901.9583724086895
24,65309.38207074913,49287.15964929112,14019.414543402334,8637.291488283883,3659.5213857227445
25,16078.506813278778,12348.729711064616,6140.246017612413,5315.190940017815,3969.803473986836
26,12827.537472902812,4564.994674635129,3736.4970400727425,973.0507686441595,344.69619941947684
27,4634.498378716409,2453.7050173265116,2526.4761115717056,727.2923253674194,297.5566875823427
28,3033.3891106194305,2308.9823085507783,993.1086944363196,579.1613098325257,236.76170142057313
29,9193.097730307363,3474.0629856150053,2164.861677097462,837.534076760607,379.5324438782192
30,4856.499795074542,2284.837766452496,2351.5385834769904,550.848019758139,274.76109138348573
31,10710.368531915137,5960.599263133272,2884.3021896950195,1268.4161753675382,687.9152373165766
32,21750.53090492601,7353.894802145554,2673.2526983715393,1168.520490351996,548.4724947702455
33,40768.749432603305,21104.229656883923,7225.9371173422405,2849.491231771716,663.9177615336017
34,18069.913653606745,6324.707651529447,2854.4641584822084,1573.1199161926463,533.7846001251594
35,15201.818760813334,6208.270175536031,3059.200397040554,1582.9896891254386,766.8595256113947
36,4387.186347347873,3007.407018521698,882.7986750276665,610.366249845175,343.0553904929553
37,3402.718020838059,2484.0073959268334,1161.1627606371646,627.1683460733897,250.32979482764338
38,1545.9690821758502,2077.658410334814,1031.3707102947274,527.3389083378663,264.6725282297871
39,4721.880337213786,1370.1561979123048,1220.9436461115329,444.7050564111842,205.74221329581184
40,3325.783581128413,2691.8214389530553,994.8995582386273,458.98304157779,236.5237457964231
41,9337.337464752674,5455.082792778304,1969.118922673269,1258.528956101657,547.7829056253138
42,3973.271280387236,2031.0807701250296,1352.685884322007,422.01696101932475,191.75651206059732
43,23990.40731494021,6968.574470719854,2603.1533188399544,1180.0139942177086,547.5590318046363
44,45003.17580728787,24941.519329908035,18784.333111534146,7140.423388468109,3361.6721462370865
45,30797.969315236758,23462.037931413,8880.70412019643,5132.969798825689,1796.9112714357684
46,68710.8967498158,36833.56173860622,15385.783783257526,6625.256943307275,3011.646086450967
47,38632.43631015816,29063.173000144587,11143.82403454322,3350.0485210969105,1017.3004559894008
