,eeg1,eeg2,eeg3,eeg4,aux,time_since_start
0,-1000.0,-223.14453125,-724.12109375,25.87890625,529.296875,0.704196
1,-1000.0,-81.0546875,-669.921875,77.1484375,571.2890625,0.704196
2,-1000.0,14.6484375,-666.015625,109.86328125,281.25,0.704196
3,-1000.0,-12.6953125,-700.68359375,193.84765625,342.28515625,0.704196
4,-1000.0,-55.6640625,-692.3828125,180.17578125,382.8125,0.704196
5,-1000.0,34.66796875,-685.05859375,247.55859375,398.4375,0.704196
6,-1000.0,35.64453125,-676.26953125,313.4765625,456.0546875,0.704196
7,-1000.0,-56.15234375,-687.98828125,179.6875,430.17578125,0.704196
8,-1000.0,-106.4453125,-731.93359375,80.56640625,448.73046875,0.704196
9,-1000.0,-110.83984375,-709.9609375,133.30078125,487.3046875,0.704196
10,-1000.0,-104.98046875,-678.22265625,213.37890625,460.44921875,0.704196
11,-1000.0,-119.140625,-692.87109375,250.9765625,659.66796875,0.704196
12,-1000.0,-59.5703125,-704.1015625,251.46484375,935.546875,0.704196
13,-1000.0,55.6640625,-664.0625,257.8125,820.3125,0.704196
14,-1000.0,-13.18359375,-645.99609375,296.38671875,657.2265625,0.704196
15,-1000.0,-101.07421875,-694.3359375,156.25,742.67578125,0.704196
16,-1000.0,-60.05859375,-633.7890625,87.890625,906.73828125,0.704196
17,-1000.0,-100.5859375,-631.34765625,149.90234375,824.21875,0.704196
18,-1000.0,-109.86328125,-662.109375,289.55078125,758.30078125,0.704196
19,-1000.0,-41.015625,-631.8359375,327.63671875,801.26953125,0.704196
20,-1000.0,-56.15234375,-645.99609375,207.51953125,775.87890625,0.704196
21,-1000.0,-78.125,-685.546875,202.1484375,747.0703125,0.704196
22,-1000.0,-87.40234375,-620.1171875,337.40234375,790.52734375,0.704196
23,-1000.0,-93.75,-620.1171875,220.21484375,931.640625,0.704196
24,-1000.0,-101.07421875,-614.74609375,116.69921875,984.375,0.704196
25,-1000.0,-104.98046875,-501.46484375,198.73046875,956.54296875,0.704196
26,-1000.0,-135.7421875,-500.9765625,133.30078125,939.453125,0.704196
27,-1000.0,-216.30859375,-515.13671875,165.52734375,960.44921875,0.704196
28,-1000.0,-127.9296875,-393.5546875,274.90234375,976.5625,0.704196
29,-1000.0,-18.5546875,-428.22265625,260.25390625,960.9375,0.704196
30,-1000.0,-4.39453125,-507.32421875,305.17578125,950.1953125,0.704196
31,-1000.0,-131.34765625,-452.63671875,141.11328125,939.453125,0.704196
32,-997.55859375,-166.50390625,-490.234375,36.1328125,838.37890625,0.704196
33,-993.65234375,-133.30078125,-521.484375,139.16015625,772.94921875,0.704196
34,-1000.0,-153.3203125,-524.90234375,150.390625,817.3828125,0.704196
35,-819.3359375,-125.9765625,-533.203125,245.1171875,931.640625,0.704196
36,-532.71484375,-39.0625,-568.84765625,230.46875,847.16796875,0.704196
37,-649.4140625,-33.69140625,-610.3515625,10.25390625,734.86328125,0.704196
38,-888.671875,-104.4921875,-658.69140625,59.08203125,828.125,0.704196
39,-914.0625,-204.58984375,-700.68359375,150.390625,979.4921875,0.704196
40,-774.4140625,-123.046875,-629.39453125,51.26953125,941.40625,0.704196
41,-758.7890625,-81.54296875,-657.2265625,-16.11328125,729.00390625,0.704196
42,-833.984375,-114.74609375,-689.453125,67.87109375,687.98828125,0.704196
43,-808.10546875,-45.8984375,-679.19921875,125.48828125,654.296875,0.704196
44,-792.96875,-60.05859375,-723.6328125,41.015625,574.70703125,0.704196
45,-690.4296875,-115.234375,-732.91015625,35.15625,552.734375,0.704196
46,-549.31640625,-79.1015625,-726.07421875,102.05078125,630.37109375,0.704196
47,-573.2421875,-133.30078125,-749.51171875,76.171875,649.90234375,0.704196
48,-531.25,-90.33203125,-763.671875,133.30078125,620.1171875,0.704196
49,-468.75,-105.95703125,-768.06640625,105.95703125,604.00390625,0.704196
50,-596.19140625,-247.55859375,-806.15234375,4.39453125,787.109375,0.704196
51,-436.03515625,-82.51953125,-777.34375,83.0078125,813.96484375,0.704196
52,-184.5703125,-2.9296875,-808.10546875,58.10546875,544.921875,0.704196
53,-82.03125,-70.80078125,-825.68359375,-1.953125,587.890625,0.704196
54,-143.06640625,-136.71875,-799.8046875,-41.9921875,746.58203125,0.704196
55,-162.109375,-104.98046875,-814.453125,-91.796875,545.8984375,0.704196
56,-88.8671875,-100.09765625,-817.3828125,-57.12890625,410.15625,0.704196
57,-52.24609375,-149.4140625,-842.28515625,-9.27734375,466.796875,0.704196
58,-53.7109375,-91.30859375,-861.81640625,57.12890625,490.72265625,0.704196
59,-67.3828125,-33.203125,-827.1484375,104.98046875,513.18359375,0.704196
60,-57.6171875,-19.53125,-827.1484375,36.1328125,496.09375,0.704196
61,-79.1015625,-230.95703125,-865.72265625,-76.171875,487.79296875,0.704196
62,-117.67578125,-269.04296875,-861.328125,-135.25390625,722.16796875,0.704196
63,-30.2734375,-45.8984375,-837.890625,-132.8125,524.90234375,0.704196
64,162.109375,-48.828125,-849.12109375,-19.53125,192.3828125,0.704196
65,267.578125,-136.71875,-835.44921875,43.9453125,332.03125,0.704196
66,369.140625,-168.9453125,-827.63671875,54.6875,299.8046875,0.704196
67,409.66796875,-43.9453125,-853.02734375,27.34375,143.06640625,0.704196
68,485.3515625,-22.94921875,-836.42578125,48.828125,189.94140625,0.704196
69,525.87890625,-111.81640625,-839.84375,39.0625,265.625,0.704196
70,562.01171875,-75.1953125,-840.33203125,-41.50390625,223.6328125,0.704196
71,502.9296875,-224.609375,-829.1015625,-123.046875,238.76953125,0.704196
72,562.98828125,-224.12109375,-824.21875,-46.875,333.49609375,0.704196
73,611.328125,-118.65234375,-862.79296875,-16.11328125,623.046875,0.704196
74,709.9609375,-0.48828125,-823.2421875,-36.1328125,585.44921875,0.704196
75,821.77734375,-28.3203125,-829.1015625,-40.52734375,223.6328125,0.704196
76,857.421875,-119.62890625,-849.609375,8.30078125,210.44921875,0.704196
77,962.890625,-83.49609375,-797.8515625,92.28515625,256.8359375,0.704196
78,972.65625,-125.48828125,-813.4765625,-8.7890625,235.3515625,0.704196
79,968.26171875,-145.5078125,-838.37890625,-103.515625,235.3515625,0.704196
80,909.66796875,-160.64453125,-818.359375,-104.98046875,204.1015625,0.704196
81,920.41015625,-98.6328125,-759.765625,-35.15625,209.9609375,0.704196
82,968.26171875,-23.92578125,-783.203125,19.04296875,94.7265625,0.704196
83,979.98046875,-91.30859375,-784.1796875,82.03125,83.49609375,0.704196
84,926.26953125,-72.265625,-783.69140625,95.703125,221.6796875,0.704196
85,787.59765625,-73.73046875,-803.7109375,47.36328125,618.1640625,0.704196
86,759.27734375,-76.66015625,-738.76953125,7.32421875,405.76171875,0.704196
87,729.98046875,-116.69921875,-763.18359375,-104.98046875,-2.9296875,0.704196
88,662.109375,-125.48828125,-789.55078125,-60.546875,77.1484375,0.704196
89,583.0078125,-134.27734375,-754.39453125,-39.0625,93.26171875,0.704196
90,621.58203125,-116.2109375,-734.86328125,28.3203125,-16.6015625,0.704196
91,603.02734375,-12.20703125,-760.25390625,102.05078125,24.90234375,0.704196
92,400.87890625,-69.82421875,-770.99609375,3.41796875,134.27734375,0.704196
93,300.78125,-134.765625,-709.47265625,-37.109375,172.8515625,0.704196
94,282.2265625,-60.05859375,-682.6171875,-96.6796875,144.53125,0.704196
95,354.4921875,-62.5,-674.8046875,-71.77734375,179.19921875,0.704196
96,451.66015625,-179.6875,-692.3828125,-53.22265625,379.39453125,0.704196
97,449.21875,-113.28125,-670.8984375,-70.3125,222.16796875,0.704196
98,547.8515625,51.26953125,-653.3203125,36.62109375,109.86328125,0.704196
99,604.4921875,-20.99609375,-636.23046875,37.109375,107.91015625,0.704196
100,514.16015625,-151.85546875,-637.6953125,-100.5859375,379.8828125,0.704196
101,601.07421875,-19.04296875,-541.015625,9.27734375,429.19921875,0.704196
102,620.1171875,-10.7421875,-537.59765625,22.94921875,-30.76171875,0.704196
103,453.125,-126.953125,-633.7890625,-152.83203125,-132.8125,0.704196
104,439.453125,-53.7109375,-622.0703125,-155.76171875,-56.640625,0.704196
105,392.578125,-11.23046875,-588.8671875,-102.5390625,-88.8671875,0.704196
106,346.6796875,-31.25,-582.03125,-30.76171875,-135.7421875,0.704196
107,315.91796875,-108.3984375,-581.0546875,13.18359375,20.01953125,0.704196
108,250.0,-110.3515625,-515.13671875,4.8828125,152.83203125,0.704196
109,124.0234375,-121.58203125,-523.4375,-87.40234375,78.125,0.704196
110,-14.16015625,-51.7578125,-539.0625,-117.67578125,-1.953125,0.704196
111,-32.71484375,45.41015625,-522.4609375,-30.2734375,3.90625,0.704196
112,17.578125,-28.3203125,-489.74609375,38.57421875,352.05078125,0.704196
113,-43.45703125,34.1796875,-487.79296875,-26.3671875,152.34375,0.704196
114,-238.76953125,-10.25390625,-503.90625,-61.5234375,-256.34765625,0.704196
115,-329.58984375,-98.14453125,-476.5625,-5.37109375,-160.64453125,0.704196
116,-450.68359375,-76.171875,-489.2578125,-81.54296875,-245.60546875,0.704196
117,-440.4296875,-56.15234375,-511.23046875,-112.79296875,-385.7421875,0.704196
118,-485.3515625,-32.71484375,-506.34765625,-90.8203125,-301.26953125,0.704196
119,-632.32421875,-55.17578125,-517.08984375,-72.75390625,-38.0859375,0.704196
120,-641.6015625,-2.44140625,-511.23046875,-9.765625,-103.02734375,0.704196
121,-700.1953125,-77.63671875,-549.31640625,-96.6796875,-232.91015625,0.704196
122,-915.0390625,-200.1953125,-604.00390625,-218.26171875,-220.703125,0.704196
123,-982.421875,-175.29296875,-571.2890625,-110.83984375,38.57421875,0.704196
124,-824.70703125,-17.08984375,-504.39453125,-23.92578125,120.1171875,0.704196
125,-710.9375,-69.3359375,-549.31640625,-82.51953125,-186.03515625,0.704196
126,-665.52734375,-83.984375,-585.44921875,-89.35546875,-224.12109375,0.704196
127,-620.60546875,-33.203125,-582.51953125,-29.78515625,-231.4453125,0.704196
128,-612.3046875,-80.56640625,-619.140625,-27.83203125,-344.23828125,0.704196
129,-615.72265625,-119.140625,-647.94921875,-66.89453125,-324.21875,0.704196
130,-476.07421875,-128.41796875,-693.359375,-25.390625,-249.0234375,0.704196
131,-488.28125,-146.484375,-655.76171875,18.5546875,-116.2109375,0.704196
132,-648.92578125,-46.875,-675.29296875,-54.6875,-157.2265625,0.704196
133,-726.5625,-13.18359375,-749.0234375,-100.09765625,-266.11328125,0.704196
134,-687.98828125,-185.05859375,-763.18359375,-77.63671875,-195.80078125,0.704196
135,-699.70703125,-250.48828125,-768.5546875,-73.2421875,229.4921875,0.704196
136,-736.81640625,-84.9609375,-761.23046875,-77.63671875,52.24609375,0.704196
137,-625.9765625,-70.3125,-776.3671875,-42.96875,-319.82421875,0.704196
138,-385.25390625,-181.15234375,-815.91796875,95.703125,-80.078125,0.704196
139,-354.4921875,-83.984375,-800.78125,113.76953125,107.91015625,0.704196
140,-482.91015625,1.46484375,-780.2734375,-19.04296875,-203.125,0.704196
141,-497.0703125,-59.5703125,-813.4765625,-69.3359375,-285.15625,0.704196
142,-345.21484375,-123.53515625,-828.61328125,-21.97265625,-130.37109375,0.704196
143,-131.34765625,-166.9921875,-814.453125,36.1328125,-92.7734375,0.704196
144,-116.69921875,-161.1328125,-805.17578125,-78.125,-137.6953125,0.704196
145,-10.25390625,-67.87109375,-817.87109375,-95.703125,-88.37890625,0.704196
146,163.0859375,-75.1953125,-789.0625,-43.45703125,221.19140625,0.704196
147,333.0078125,-93.26171875,-744.140625,-41.50390625,194.82421875,0.704196
148,428.7109375,-29.78515625,-762.20703125,37.59765625,-143.5546875,0.704196
149,424.8046875,-69.82421875,-744.140625,85.44921875,-90.8203125,0.704196
150,279.78515625,-130.37109375,-748.046875,-87.40234375,62.98828125,0.704196
151,326.66015625,-102.05078125,-766.6015625,-166.50390625,-93.26171875,0.704196
152,498.53515625,-68.84765625,-756.8359375,-81.0546875,-195.3125,0.704196
153,554.6875,-87.40234375,-710.9375,-49.31640625,-174.31640625,0.704196
154,677.24609375,-46.38671875,-638.671875,16.11328125,-186.5234375,0.704196
155,644.04296875,-61.5234375,-656.25,-65.4296875,-191.40625,0.704196
156,638.18359375,-51.7578125,-646.484375,-52.734375,-222.65625,0.704196
157,693.84765625,8.7890625,-579.58984375,122.55859375,-171.875,0.704196
158,464.35546875,-79.58984375,-589.84375,-21.484375,205.56640625,0.704196
