,eeg1,eeg2,eeg3,eeg4,aux,time_since_start
0,970.21484375,-1000.0,970.703125,-31.25,379.8828125,0.650254
1,969.7265625,-1000.0,970.703125,-21.97265625,234.375,0.650254
2,970.21484375,-1000.0,971.6796875,-25.390625,140.13671875,0.650254
3,970.21484375,-1000.0,967.28515625,-65.4296875,343.75,0.650254
4,970.21484375,-1000.0,963.37890625,-53.7109375,600.5859375,0.650254
5,970.21484375,-1000.0,969.7265625,-38.0859375,254.8828125,0.650254
6,970.21484375,-1000.0,966.796875,-45.8984375,22.4609375,0.650254
7,970.21484375,-1000.0,949.70703125,-30.76171875,318.359375,0.650254
8,970.21484375,-1000.0,951.66015625,-14.6484375,463.37890625,0.650254
9,970.21484375,-1000.0,961.9140625,-49.8046875,89.35546875,0.650254
10,970.21484375,-1000.0,951.171875,-43.45703125,39.0625,0.650254
11,970.21484375,-1000.0,944.3359375,-69.3359375,175.29296875,0.650254
12,970.21484375,-1000.0,948.2421875,-71.77734375,61.5234375,0.650254
13,970.21484375,-1000.0,942.87109375,-48.33984375,61.03515625,0.650254
14,969.7265625,-1000.0,939.453125,-78.125,192.3828125,0.650254
15,970.21484375,-1000.0,935.05859375,-69.3359375,510.25390625,0.650254
16,970.21484375,-1000.0,934.5703125,-43.9453125,402.83203125,0.650254
17,970.21484375,-1000.0,937.5,-76.66015625,84.47265625,0.650254
18,970.21484375,-1000.0,926.26953125,-69.3359375,147.4609375,0.650254
19,970.21484375,-1000.0,923.33984375,-41.9921875,328.125,0.650254
20,970.21484375,-991.69921875,935.05859375,-4.39453125,184.08203125,0.650254
21,970.21484375,-993.65234375,929.6875,-5.859375,116.2109375,0.650254
22,970.21484375,-999.0234375,925.29296875,-63.4765625,111.328125,0.650254
23,970.21484375,-1000.0,921.38671875,-61.03515625,64.94140625,0.650254
24,970.21484375,-999.0234375,919.43359375,-49.31640625,136.71875,0.650254
25,970.21484375,-959.9609375,924.31640625,-35.64453125,156.25,0.650254
26,969.7265625,-983.3984375,916.015625,-10.7421875,253.90625,0.650254
27,969.7265625,-1000.0,911.1328125,-11.71875,319.3359375,0.650254
28,970.21484375,-998.046875,914.55078125,-37.59765625,207.03125,0.650254
29,970.21484375,-999.0234375,911.1328125,-20.99609375,116.69921875,0.650254
30,970.21484375,-997.55859375,899.90234375,0.0,313.4765625,0.650254
31,970.21484375,-1000.0,897.94921875,-25.87890625,510.7421875,0.650254
32,970.21484375,-899.4140625,911.1328125,-34.1796875,90.33203125,0.650254
33,970.21484375,-838.37890625,903.3203125,17.08984375,0.48828125,0.650254
34,970.21484375,-917.96875,897.4609375,-4.39453125,178.7109375,0.650254
35,970.21484375,-850.09765625,903.80859375,-23.92578125,80.078125,0.650254
36,969.7265625,-859.86328125,902.34375,-5.859375,-8.7890625,0.650254
37,970.21484375,-937.98828125,899.90234375,-5.37109375,35.15625,0.650254
38,970.21484375,-923.33984375,897.4609375,10.7421875,117.1875,0.650254
39,969.7265625,-966.796875,895.99609375,-4.39453125,140.13671875,0.650254
40,970.21484375,-1000.0,894.53125,-31.25,126.46484375,0.650254
41,969.7265625,-998.53515625,885.25390625,-31.25,165.0390625,0.650254
42,970.21484375,-999.0234375,874.51171875,-2.44140625,431.15234375,0.650254
43,970.21484375,-859.86328125,883.7890625,-54.6875,235.83984375,0.650254
44,970.21484375,-827.63671875,895.99609375,-80.56640625,-130.37109375,0.650254
45,970.21484375,-982.421875,862.79296875,-58.59375,25.87890625,0.650254
46,970.21484375,-978.515625,852.05078125,-41.015625,239.74609375,0.650254
47,970.21484375,-900.87890625,883.7890625,-76.171875,-2.44140625,0.650254
48,970.21484375,-984.86328125,880.859375,-85.9375,-43.9453125,0.650254
49,970.21484375,-1000.0,848.14453125,-57.6171875,104.4921875,0.650254
50,969.7265625,-944.3359375,851.07421875,-46.875,73.2421875,0.650254
51,970.21484375,-974.12109375,864.2578125,-55.6640625,9.765625,0.650254
52,970.21484375,-1000.0,868.1640625,-68.359375,69.3359375,0.650254
53,970.21484375,-1000.0,793.9453125,-44.43359375,236.81640625,0.650254
54,970.21484375,-917.96875,766.6015625,-58.59375,234.86328125,0.650254
55,970.21484375,-902.83203125,877.44140625,-75.1953125,25.87890625,0.650254
56,969.7265625,-1000.0,799.8046875,-49.31640625,25.390625,0.650254
57,970.21484375,-966.796875,733.3984375,-45.8984375,114.74609375,0.650254
58,970.21484375,-835.44921875,825.1953125,-34.1796875,-58.59375,0.650254
59,969.7265625,-812.01171875,856.93359375,-32.71484375,-237.79296875,0.650254
60,970.21484375,-880.859375,771.484375,-68.84765625,-104.00390625,0.650254
61,970.21484375,-937.01171875,698.73046875,-100.5859375,71.2890625,0.650254
62,970.21484375,-856.4453125,777.34375,-70.80078125,-51.7578125,0.650254
63,970.21484375,-945.3125,761.23046875,-38.57421875,-86.9140625,0.650254
64,970.21484375,-1000.0,679.19921875,-60.05859375,89.84375,0.650254
65,969.7265625,-989.74609375,589.35546875,-43.45703125,348.14453125,0.650254
66,970.21484375,-814.453125,714.84375,-12.6953125,83.0078125,0.650254
67,970.21484375,-696.2890625,762.6953125,-37.59765625,-145.01953125,0.650254
68,970.21484375,-885.25390625,666.9921875,-33.203125,-41.9921875,0.650254
69,970.21484375,-1000.0,673.828125,-40.0390625,-40.52734375,0.650254
70,970.21484375,-908.69140625,706.54296875,-96.6796875,-91.30859375,0.650254
71,970.21484375,-893.5546875,712.40234375,-120.1171875,-150.390625,0.650254
72,970.21484375,-1000.0,581.54296875,-93.26171875,102.05078125,0.650254
73,970.21484375,-985.83984375,502.9296875,-85.9375,295.8984375,0.650254
74,970.21484375,-831.54296875,668.9453125,-70.3125,0.9765625,0.650254
75,969.7265625,-937.98828125,664.0625,-39.0625,-107.421875,0.650254
76,969.7265625,-1000.0,556.640625,-31.25,268.06640625,0.650254
77,970.21484375,-921.875,560.05859375,-41.50390625,383.7890625,0.650254
78,970.21484375,-860.83984375,698.73046875,-50.29296875,-41.50390625,0.650254
79,970.21484375,-873.53515625,639.16015625,-46.875,-163.0859375,0.650254
80,970.21484375,-955.078125,570.80078125,-60.05859375,-135.25390625,0.650254
81,969.7265625,-938.4765625,652.83203125,-60.546875,-197.75390625,0.650254
82,970.21484375,-945.80078125,666.015625,-72.265625,-273.92578125,0.650254
83,970.21484375,-1000.0,594.7265625,-88.37890625,-199.21875,0.650254
84,970.21484375,-973.14453125,561.5234375,-56.15234375,-66.89453125,0.650254
85,970.21484375,-935.05859375,636.23046875,-50.29296875,-143.5546875,0.650254
86,970.21484375,-951.66015625,650.87890625,-75.68359375,-180.17578125,0.650254
87,970.21484375,-993.65234375,527.83203125,-70.80078125,26.85546875,0.650254
88,970.21484375,-1000.0,393.5546875,-30.76171875,407.2265625,0.650254
89,970.21484375,-962.40234375,578.125,-4.39453125,135.7421875,0.650254
90,970.21484375,-972.65625,641.11328125,-8.7890625,-220.21484375,0.650254
91,970.21484375,-1000.0,543.45703125,-30.76171875,-171.875,0.650254
92,969.7265625,-1000.0,562.98828125,-30.76171875,-201.66015625,0.650254
93,970.21484375,-991.2109375,621.09375,-12.6953125,-221.19140625,0.650254
94,970.21484375,-984.86328125,614.74609375,-40.52734375,-121.58203125,0.650254
95,970.21484375,-998.046875,531.25,-52.734375,-72.75390625,0.650254
96,970.21484375,-1000.0,513.18359375,-39.0625,-28.3203125,0.650254
97,970.21484375,-1000.0,552.734375,-28.3203125,21.484375,0.650254
98,970.21484375,-1000.0,553.7109375,-46.38671875,-19.53125,0.650254
99,970.21484375,-1000.0,423.33984375,-41.9921875,168.45703125,0.650254
100,970.21484375,-1000.0,250.0,-53.22265625,593.26171875,0.650254
101,970.21484375,-999.51171875,504.8828125,-74.70703125,295.8984375,0.650254
102,970.21484375,-988.76953125,580.078125,-46.38671875,-81.0546875,0.650254
103,969.7265625,-996.58203125,446.77734375,-44.921875,-13.671875,0.650254
104,970.21484375,-1000.0,541.9921875,-60.05859375,-51.26953125,0.650254
105,970.21484375,-999.51171875,562.5,-74.21875,-146.484375,0.650254
106,970.21484375,-1000.0,491.69921875,-65.4296875,-146.97265625,0.650254
107,970.21484375,-1000.0,459.47265625,-57.6171875,-71.77734375,0.650254
108,970.703125,-1000.0,508.7890625,-44.43359375,-110.3515625,0.650254
109,969.23828125,-1000.0,501.46484375,-30.76171875,-185.546875,0.650254
110,966.30859375,-1000.0,491.2109375,-8.30078125,-149.4140625,0.650254
111,973.6328125,-1000.0,443.359375,-20.01953125,-140.13671875,0.650254
112,901.3671875,-1000.0,394.53125,-64.94140625,-99.609375,0.650254
113,728.515625,-1000.0,430.6640625,-59.08203125,-149.90234375,0.650254
114,768.06640625,-1000.0,371.09375,-34.66796875,-188.4765625,0.650254
115,791.50390625,-1000.0,161.1328125,-28.3203125,165.52734375,0.650254
116,737.79296875,-1000.0,383.7890625,-47.8515625,-1.953125,0.650254
117,846.6796875,-1000.0,514.6484375,-72.265625,-245.1171875,0.650254
118,917.96875,-1000.0,406.25,-52.24609375,-103.02734375,0.650254
119,958.984375,-1000.0,424.31640625,-45.8984375,-81.0546875,0.650254
120,910.64453125,-1000.0,400.87890625,-54.19921875,-83.0078125,0.650254
121,806.15234375,-1000.0,457.03125,-54.6875,-120.1171875,0.650254
122,589.84375,-1000.0,389.6484375,-80.56640625,-37.59765625,0.650254
123,386.71875,-1000.0,320.3125,-60.05859375,43.9453125,0.650254
124,132.8125,-1000.0,396.484375,-87.40234375,-140.625,0.650254
125,-85.9375,-1000.0,376.46484375,-105.46875,-177.24609375,0.650254
126,-80.56640625,-1000.0,252.9296875,-62.5,-4.39453125,0.650254
127,164.0625,-1000.0,404.78515625,-52.734375,-97.65625,0.650254
128,206.54296875,-1000.0,479.98046875,-64.453125,-152.83203125,0.650254
129,1.953125,-1000.0,361.81640625,-59.5703125,-69.3359375,0.650254
130,-85.44921875,-1000.0,49.31640625,-42.96875,172.36328125,0.650254
131,99.609375,-1000.0,130.37109375,-30.2734375,214.84375,0.650254
132,442.87109375,-1000.0,439.453125,-36.62109375,-149.4140625,0.650254
