,eeg1,eeg2,eeg3,eeg4,aux,time_since_start
0,183.59375,513.671875,303.22265625,141.6015625,354.98046875,1.002068
1,247.55859375,702.1484375,412.59765625,147.94921875,311.03515625,1.002068
2,269.53125,822.75390625,481.93359375,148.4375,176.26953125,1.002068
3,193.84765625,453.61328125,409.66796875,171.38671875,255.859375,1.002068
4,173.828125,-111.81640625,370.60546875,154.296875,306.640625,1.002068
5,209.47265625,-782.71484375,394.04296875,147.94921875,340.33203125,1.002068
6,272.4609375,-1000.0,422.8515625,140.13671875,395.99609375,1.002068
7,253.90625,-979.98046875,369.62890625,109.375,373.53515625,1.002068
8,197.265625,-969.23828125,85.44921875,100.09765625,692.87109375,1.002068
9,272.94921875,-904.296875,260.25390625,78.125,706.54296875,1.002068
10,426.26953125,-129.39453125,520.01953125,86.42578125,278.80859375,1.002068
11,472.16796875,913.0859375,410.64453125,98.6328125,197.265625,1.002068
12,475.5859375,986.328125,442.87109375,74.70703125,270.99609375,1.002068
13,485.3515625,938.4765625,487.3046875,57.12890625,241.2109375,1.002068
14,642.578125,979.00390625,482.421875,68.84765625,212.890625,1.002068
15,716.796875,970.703125,330.56640625,83.0078125,356.4453125,1.002068
16,722.16796875,970.703125,296.38671875,68.84765625,414.55078125,1.002068
17,851.07421875,970.703125,291.50390625,32.2265625,325.68359375,1.002068
18,940.91796875,970.703125,227.5390625,37.59765625,309.5703125,1.002068
19,964.35546875,970.703125,194.3359375,42.48046875,368.65234375,1.002068
20,931.640625,970.703125,277.83203125,4.39453125,364.74609375,1.002068
21,931.15234375,970.703125,458.0078125,-17.08984375,155.2734375,1.002068
22,954.58984375,970.703125,420.8984375,-24.4140625,105.95703125,1.002068
23,969.7265625,970.703125,219.7265625,-17.578125,345.703125,1.002068
24,970.21484375,970.703125,334.9609375,-17.578125,317.3828125,1.002068
25,970.21484375,970.703125,503.41796875,-42.96875,80.56640625,1.002068
26,968.75,970.703125,334.9609375,-67.87109375,134.765625,1.002068
27,971.19140625,970.703125,207.03125,-62.5,233.88671875,1.002068
28,969.23828125,970.21484375,399.4140625,-62.01171875,62.98828125,1.002068
29,931.15234375,970.703125,441.89453125,-71.77734375,57.6171875,1.002068
30,940.4296875,970.703125,381.8359375,-73.2421875,111.328125,1.002068
31,973.14453125,970.703125,119.62890625,-70.3125,479.4921875,1.002068
